obs_ID,study_ID,year_pub,es,var
obs001,"Stankowich, T. 2009",2009,0.282264901,0.018867925
obs002,"Geist, C., Liao, J., Libby, S. & Blumstein, D. T. 2005",2005,0.842251946,0.011111111
obs003,"Blumstein, D. T. 2003",2003,0.601336629,0.038461538
obs004,"Blumstein, D. T. 2003",2003,0.42245902,0.025641026
obs005,"Blumstein, D. T. 2003",2003,1.087598628,0.027027027
obs006,"Blumstein, D. T. 2003",2003,0.75648181,0.041666667
obs007,"Blumstein, D. T. 2003",2003,1.156817465,0.018518519
obs008,"Blumstein, D. T. 2003",2003,1.328980742,0.021276596
obs009,"Blumstein, D. T. 2003",2003,0.382642354,0.027027027
obs010,"Blumstein, D. T. 2003",2003,0.952693439,0.025
obs011,"Blumstein, D. T. 2003",2003,0.622692614,0.016949153
obs012,"Blumstein, D. T. 2003",2003,0.889203293,0.028571429
obs013,"Blumstein, D. T. 2003",2003,1.115505787,0.043478261
obs014,"Blumstein, D. T. 2003",2003,1.21778643,0.014925373
obs015,"Blumstein, D. T. 2003",2003,0.789278299,0.018518519
obs016,"Blumstein, D. T. 2003",2003,0.3884231,0.018867925
obs017,"Blumstein, D. T. 2003",2003,0.513927934,0.024390244
obs018,"Blumstein, D. T. 2003",2003,0.751427825,0.012345679
obs019,"Blumstein, D. T. 2003",2003,1.214418484,0.034482759
obs020,"Blumstein, D. T. 2003",2003,1.293344672,0.029411765
obs021,"Blumstein, D. T. 2003",2003,0.417710618,0.03125
obs022,"Blumstein, D. T. 2003",2003,0.792813632,0.010416667
obs023,"Blumstein, D. T. 2003",2003,0.40122894,0.016949153
obs024,"Blumstein, D. T. 2003",2003,0.356355693,0.022222222
obs025,"Blumstein, D. T. 2003",2003,0.736457344,0.022222222
obs026,"Blumstein, D. T. 2003",2003,0.508787577,0.043478261
obs027,"Blumstein, D. T. 2003",2003,1.132872262,0.016129032
obs028,"Blumstein, D. T. 2003",2003,0.426032157,0.03030303
obs029,"Blumstein, D. T. 2003",2003,0.349576602,0.003508772
obs030,"Blumstein, D. T. 2003",2003,0.846049502,0.035714286
obs031,"Blumstein, D. T. 2003",2003,0.50750636,0.005181347
obs032,"Blumstein, D. T. 2003",2003,0.488468431,0.025641026
obs033,"Blumstein, D. T. 2003",2003,0.615518437,0.010869565
obs034,"Blumstein, D. T. 2003",2003,0.744739299,0.027777778
obs035,"Blumstein, D. T. 2003",2003,0.619816138,0.022727273
obs036,"Blumstein, D. T. 2003",2003,0.871232911,0.023809524
obs037,"Blumstein, D. T. 2003",2003,0.618381314,0.015384615
obs038,"Blumstein, D. T. 2003",2003,0.830976515,0.015151515
obs039,"Blumstein, D. T. 2003",2003,0.787516785,0.035714286
obs040,"Blumstein, D. T. 2003",2003,1.045370548,0.03125
obs041,"Blumstein, D. T. 2003",2003,0.998586778,0.015873016
obs042,"Blumstein, D. T. 2003",2003,1.045370548,0.03030303
obs043,"Blumstein, D. T. 2003",2003,0.581837941,0.015625
obs044,"Blumstein, D. T. 2003",2003,0.615518437,0.029411765
obs045,"Blumstein, D. T. 2003",2003,0.436813884,0.041666667
obs046,"Blumstein, D. T. 2003",2003,0.542661528,0.016393443
obs047,"Blumstein, D. T. 2003",2003,0.565436575,0.021276596
obs048,"Blumstein, D. T. 2003",2003,0.453778526,0.041666667
obs049,"Blumstein, D. T. 2003",2003,0.889203293,0.015384615
obs050,"Blumstein, D. T. 2003",2003,0.545314107,0.019230769
