obs_ID,study_ID,year_pub,es,var
obs190,5,1981,0.224,0.013
obs191,5,1981,0.424,0.01
obs192,38,1980,0.09,0.031
obs193,41,1985,0.172,0.002
obs194,58,2016,0.192,0.002
obs195,56,2009,0.266,0.012
obs196,56,2009,0.412,0.006
obs197,56,2009,0.472,0.004
obs198,57,2010,0.549,0.022
obs199,36,2005,-0.263,0.077
obs200,36,2005,0.071,0.071
obs201,36,2005,-0.222,0.034
obs202,100,2013,0.253,0.029
obs203,100,2013,0.125,0.013
obs204,100,2013,0.203,0.006
obs205,100,2013,0.295,0.004
obs206,16,1987,0.043,0.036
obs207,17,1991,-0.31,0.5
obs208,17,1991,1.214,0.333
obs209,17,1991,-0.239,0.333
obs210,17,1991,0.397,0.333
obs211,17,1991,0.072,0.25
obs212,17,1991,-0.462,0.25
obs213,17,1991,-0.456,0.25
obs214,17,1991,0.075,0.25
obs215,17,1991,-0.428,0.2
obs216,17,1991,-0.406,0.2
obs217,17,1991,0.144,0.143
obs218,17,1991,0.35,0.143
obs219,17,1991,-0.124,0.143
obs220,17,1991,-0.003,0.143
obs221,17,1991,0.124,0.143
obs222,17,1991,-0.174,0.143
obs223,60,2004,0.295,0.026
obs224,60,2004,0.354,0.016
obs225,60,2004,0.106,0.005
obs226,60,2004,0.243,0.003
obs227,60,2004,0.269,0.002
obs228,60,2004,0.274,0.001
obs229,77,1989,0.08,0.013
obs230,86,2004,0.573,0.125
obs231,86,2004,0.45,0.077
obs232,86,2004,0.709,0.056
obs233,86,2004,0.533,0.022
obs234,87,2015,0.549,0.028
obs235,87,2015,0.354,0.026
obs236,87,2015,0.11,0.017
obs237,87,2015,0.377,0.014
obs238,87,2015,0.33,0.004
obs239,101,2016,-0.024,0.059
obs240,101,2016,-0.073,0.056
obs241,101,2016,0.281,0.056
obs242,50,2010,-0.354,0.071
obs243,50,2010,0.234,0.04
