obs_ID,study_ID,year_pub,es,var
obs046,(Goutte et al. 2011),2011,0.060072156,0.052631579
obs047,(Goutte et al. 2011),2011,0.468516629,0.055555556
obs048,(Goutte et al. 2011),2011,-0.480944863,0.052631579
obs049,(Goutte et al. 2011),2011,-0.680739596,0.055555556
obs050,(Goutte et al. 2011),2011,0.387264981,0.052631579
obs051,(Kitaysky et al. 1999),1999,-0.408266742,0.022222222
obs052,(Kitaysky et al. 2001),2001,0.891228538,0.111111111
obs053,(Kitaysky et al. 2001),2001,1.499180198,0.111111111
obs054,(Kitaysky et al. 2001),2001,0.100335348,0.111111111
obs055,(Kitaysky et al. 2001),2001,-0.72989319,0.047619048
obs056,(Kitaysky et al. 2001),2001,-0.930871588,0.111111111
obs057,(Kitaysky et al. 2007),2007,-0.968399234,0.05
obs058,(Kitaysky et al. 2007),2007,-0.928727364,0.2
obs059,(Kitaysky et al. 2007),2007,-1.33307963,0.2
obs060,(Kitaysky et al. 2007),2007,-0.996215082,0.166666667
obs061,(Kitaysky et al. 2007),2007,-1.156817465,0.166666667
obs062,(Kitaysky et al. 2007),2007,-1.098612289,0.166666667
obs063,(Kitaysky et al. 2007),2007,-1.098612289,0.142857143
obs064,(Kitaysky et al. 2007),2007,-1.071431684,0.166666667
obs065,(Kitaysky et al. 2007),2007,-1.156817465,0.166666667
obs066,(Kitaysky et al. 2007),2007,-1.071431684,0.142857143
obs067,(Kitaysky et al. 2007),2007,-0.354092529,0.2
obs068,(Kitaysky et al. 2007),2007,-0.484700279,0.2
obs069,(Kitaysky et al. 2007),2007,-0.3884231,0.166666667
obs070,(Kitaysky et al. 2010),2010,-0.573602422,0.034482759
obs071,(Kitaysky et al. 2010),2010,-0.924458942,0.076923077
obs072,(Kitaysky et al. 2010),2010,-2.297559925,0.333333333
obs073,(Kitaysky et al. 2010),2010,-1.738049345,0.5
obs074,(Kitaysky et al. 2010),2010,-0.972955075,0.166666667
obs075,(Kitaysky et al. 2010),2010,-0.562729769,0.166666667
obs076,(Kitaysky et al. 2010),2010,-0.447692024,0.166666667
obs077,(Kitaysky et al. 2010),2010,1.33307963,0.166666667
obs078,(Leclaire et al. 2011),2011,-0.113484684,0.02
obs079,(Lormée et al. 2003),2003,-0.223656109,0.020833333
obs080,(Lormée et al. 2003),2003,-0.040021354,0.020408163
obs081,(Nelson et al. 2015),2015,-0.329420529,0.028571429
obs082,(Quillfeldt and Möstl 2003),2003,-0.057061852,0.025641026
obs083,(Rector et al. 2012),2012,-0.140925576,0.004405286
obs084,(Rector et al. 2012),2012,-0.049039273,0.008474576
obs085,(Riechert et al. 2014),2014,0.512640508,0.25
obs086,(Riechert et al. 2014),2014,-1.098612289,0.25
obs087,(Riechert et al. 2014),2014,-1.047929277,0.25
obs088,(Riechert et al. 2014),2014,0.258615385,0.016393443
obs089,(Riechert et al. 2014),2014,0.255412812,0.016393443
obs090,(Satterthwaite et al. 2012),2012,-0.327197097,0.034482759
obs091,(Thierry et al. 2013),2013,0.03401311,0.090909091
obs092,(Thierry et al. 2013),2013,-0.02400461,0.090909091
obs093,(Thierry et al. 2013),2013,0.665481858,0.090909091
obs094,(Thierry et al. 2013),2013,-1.118366551,0.090909091
obs095,(Thierry et al. 2013),2013,-0.598526181,0.090909091
obs096,(Thierry et al. 2013),2013,0.012000576,0.090909091
obs097,(Thierry et al. 2013),2013,-0.371153208,0.090909091
obs098,(Thierry et al. 2013),2013,0.326086553,0.090909091
obs099,(Thierry et al. 2014),2014,-0.251150666,0.066666667
obs100,(Thierry et al. 2014),2014,-0.114497735,0.111111111
obs101,(Thierry et al. 2014),2014,-0.625578271,0.058823529
obs102,(Thierry et al. 2014),2014,-0.522984278,0.058823529
obs103,(Thierry et al. 2014),2014,0.547973699,0.058823529
obs104,(Thierry et al. 2014),2014,0.393065551,0.058823529
obs105,(Thierry et al. 2014),2014,-0.457445576,0.058823529
obs106,(Thierry et al. 2014),2014,-0.569510914,0.058823529
obs107,(Thierry et al. 2014),2014,-0.289853534,0.071428571
obs108,(Thierry et al. 2014),2014,-0.002000003,0.071428571
obs109,(Thierry et al. 2014),2014,-0.386107852,0.058823529
obs110,(Thierry et al. 2014),2014,-0.244774113,0.058823529
obs111,(Williams et al. 2008),2008,-0.18611973,0.010752688
obs112,(Young 2014),2014,-0.376885901,0.033333333
obs113,(Young 2014),2014,0.373443468,0.03030303
obs114,(Young 2014),2014,-0.119566541,0.058823529
