obs_ID,study_ID,year_pub,es,var
obs078,Ridley and Thompson 1979,1979,0.647522845,0.045454545
obs079,Petersson 1990,1990,0.558683512,0.008064516
obs080,Petersson 1990,1990,0.143986873,0.007575758
obs081,Juliano 1985,1985,0.326086553,0.020408163
obs082,Juliano 1985,1985,0.31171886,0.019607843
obs083,Abraham et al. 1983,1983,0.185296312,0.005405405
obs084,Abraham et al. 1983,1983,0.169030303,0.006060606
obs085,Poisbleau et al. 2006,2006,0.093269519,0.076923077
obs086,Poisbleau et al. 2006,2006,0.175788613,0.0625
obs087,Poisbleau et al. 2006,2006,0.07413552,0.0625
obs088,Poisbleau et al. 2006,2006,0.289853534,0.076923077
obs089,Poisbleau et al. 2006,2006,0.408266742,0.03125
obs090,Poisbleau et al. 2006,2006,-0.081177848,0.076923077
obs091,Poisbleau et al. 2006,2006,0.22260549,0.0625
obs092,Poisbleau et al. 2006,2006,0.409443429,0.0625
obs093,Poisbleau et al. 2006,2006,0.549306144,0.076923077
obs095,Black and Owen 1995,1995,0.467145308,0.004291845
obs096,Black and Owen 1995,1995,0.467145308,0.004291845
obs097,Howard et al. 1994,1994,-0.536060337,0.007936508
obs098,Kruse 1981,1981,0.181982689,0.016666667
obs099,Wilbur et al. 1978,1978,-0.098315551,0.25
obs100,Olson et al. 1986,1986,0.647522845,1
obs101,Olson et al. 1986,1986,0.411800034,0.04
obs102,Olson et al. 1986,1986,0.497311288,0.028571429
obs103,Olson et al. 1986,1986,0.536060337,0.024390244
obs104,Olson et al. 1986,1986,0.110446916,0.142857143
obs105,Olson et al. 1986,1986,0.354092529,0.090909091
obs106,Olson et al. 1986,1986,0.758173745,0.1
obs108,Olson et al. 1986,1986,0.522984278,0.111111111
obs109,Olson et al. 1986,1986,0.13073985,0.055555556
obs110,Olson et al. 1986,1986,0.140925576,0.029411765
obs111,Olson et al. 1986,1986,0.255412812,0.066666667
obs112,Olson et al. 1986,1986,-0.151140436,0.076923077
obs113,Olson et al. 1986,1986,-0.331647109,0.083333333
obs114,Arntzen 1999,1999,-0.050041729,0.016393443
obs115,Arntzen 1999,1999,0.331647109,0.045454545
obs116,Arntzen 1999,1999,0.365443754,0.02173913
obs117,Arntzen 1999,1999,0.181982689,0.052631579
obs118,Davies and Halliday 1977,1977,0.643090257,0.076923077
obs119,Marco and Lizana 2002,2002,0.028007321,0.04
obs120,Arak 1988,1988,0.121595763,0.037037037
obs121,Sullivan 1983a,1983,0.090244188,0.047619048
obs122,Jacobson and Vandenberg 1991,1991,0.677666068,0.166666667
obs123,Jacobson and Vandenberg 1991,1991,0.365443754,0.029411765
obs124,Wilbur et al. 1978,1978,-0.234189467,0.045454545
obs125,Wilbur et al. 1978,1978,0.331647109,0.1
obs126,Wilbur et al. 1978,1978,0.110446916,0.058823529
obs127,Lee and Park 2009,2009,0.218407819,0.010752688
obs128,Lee and Park 2009,2009,0.333876866,0.043478261
obs129,Lee and Park 2009,2009,0.271478451,0.033333333
obs130,Lee and Park 2009,2009,0.365443754,0.037037037
obs131,Lee and Park 2009,2009,0.05405258,0.010752688
obs132,Lee and Park 2009,2009,0.173726908,0.043478261
obs133,Lee and Park 2009,2009,0.252215359,0.033333333
obs134,Lee and Park 2009,2009,0.482195263,0.037037037
obs135,Wilbur et al. 1978,1978,-0.497311288,1
obs136,Wells 1979,1979,0.13073985,0.016393443
obs137,Lee and Salzburg 1989,1989,0.097305953,0.020408163
obs138,Lee and Salzburg 1989,1989,0.309519604,0.111111111
obs139,Lee and Salzburg 1989,1989,0.411800034,0.333333333
obs140,Wagner and Sullivan 1995,1995,-0.13073985,0.028571429
obs141,Wagner and Sullivan 1995,1995,-0.829114038,0.2
obs142,Wagner and Sullivan 1995,1995,0.120581028,0.022222222
obs143,Wagner and Sullivan 1995,1995,-0.060072156,0.142857143
obs144,Sullivan 1982,1982,0.020002667,0.066666667
obs145,Sullivan 1983b,1983,0.234189467,0.022727273
obs146,Woodward 1982,1982,0.070114671,0.041666667
obs147,Woodward 1982,1982,0.13073985,0.012987013
obs148,Woodward 1982,1982,0.342828254,0.071428571
obs149,Chaine and Angeloni 2005,2005,0.082184534,0.026315789
obs150,Kruger et al. 2001,2001,-1.071431684,0.00257732
obs151,Schmutz and Schmutz 1981,1981,0.007900164,0.025641026
obs152,Sparkes et al. 2006,2006,0.549306144,0.004098361
obs153,Sparkes et al. 2006,2006,0.320545409,0.007092199
obs154,Sparkes et al. 2006,2006,0.632833187,0.012048193
obs155,Sparkes et al. 2006,2006,0.276863823,0.04
obs156,Sandercock 1998,1998,0.140925576,0.008130081
obs157,Sandercock 1998,1998,0.100335348,0.008130081
obs158,Sandercock 1998,1998,0.171666664,0.008130081
obs159,Sandercock 1998,1998,-0.050041729,0.008695652
obs160,Sandercock 1998,1998,-0.140925576,0.008695652
obs161,Sandercock 1998,1998,-0.080171325,0.008695652
obs162,Christensen and Kleindorfer 2007,2007,0.054827127,0.071428571
obs163,Christensen and Kleindorfer 2007,2007,0.114515508,0.071428571
obs164,Christensen and Kleindorfer 2007,2007,0.162664827,0.071428571
obs165,Christensen and Kleindorfer 2007,2007,-0.719244967,0.071428571
obs166,Christensen and Kleindorfer 2007,2007,0.202732554,0.071428571
obs167,Filliater and Beritwisch 1997,1997,0.365443754,0.05
obs168,Jawor et al. 2003,2003,-0.662462707,0.052631579
obs169,Jawor et al. 2003,2003,0.411800034,0.012820513
obs170,Jawor et al. 2003,2003,0.576339755,0.043478261
obs171,MacDougall and Montgomerie 2003,2003,-0.213171347,0.052631579
obs172,MacDougall and Montgomerie 2003,2003,-0.202732554,0.052631579
obs173,MacDougall and Montgomerie 2003,2003,0.202732554,0.052631579
obs174,MacDougall and Montgomerie 2003,2003,0.40005965,0.052631579
obs175,MacDougall and Montgomerie 2003,2003,-0.192337169,0.052631579
obs176,MacDougall and Montgomerie 2003,2003,0.472230804,0.055555556
obs177,Catry et al. 1999,1999,0.223656109,0.017241379
obs178,Berzins et al. 2009,2009,0.202732554,0.166666667
obs179,Berzins et al. 2009,2009,-0.060072156,0.058823529
obs180,Berzins et al. 2009,2009,0.120581028,0.058823529
obs181,Berzins et al. 2009,2009,-0.181982689,0.058823529
obs182,Berzins et al. 2009,2009,-0.309519604,0.058823529
obs183,Berzins et al. 2009,2009,0.376885901,0.058823529
obs184,Pratchett 2006,2006,-0.847955755,0.111111111
obs185,Pratchett 2006,2006,0.255412812,0.055555556
obs186,Cuadrado 1999,1999,0,0.035714286
obs187,Cuadrado 1999,1999,0.287682072,0.035714286
obs188,Cuadrado 1999,1999,-0.42364893,0.058823529
obs189,Hedenstrom 1987,1987,0.411800034,0.066666667
obs190,Hedenstrom 1987,1987,0.677666068,0.066666667
obs191,Hedenstrom 1987,1987,0.536060337,0.111111111
obs192,Hedenstrom 1987,1987,0.459896681,0.066666667
obs193,Bernstein and Bernstein 2003,2003,-0.050041729,0.037037037
obs194,Bernstein and Bernstein 2003,2003,0.287682072,0.083333333
obs195,Bernstein and Bernstein 2003,2003,-0.140925576,0.021276596
obs196,Bernstein and Bernstein 2003,2003,0.255412812,0.041666667
obs197,Bernstein and Bernstein 2003,2003,0.040021354,0.020408163
obs198,Bernstein and Bernstein 1999,1999,0.594326311,0.142857143
obs199,Bernstein and Bernstein 1999,1999,0.588755556,0.111111111
obs200,Bernstein and Bernstein 1999,1999,0.042024722,0.027027027
obs201,Bernstein and Bernstein 1999,1999,0.095287349,0.027027027
obs202,Bernstein and Bernstein 1999,1999,0.169607861,0.027027027
obs203,Bernstein and Bernstein 1999,1999,-0.088228219,0.027027027
obs204,Bernstein and Bernstein 2003,2003,0.181982689,0.020833333
obs205,Bernstein and Bernstein 2003,2003,0.151140436,0.055555556
obs206,Bernstein and Bernstein 2003,2003,0.120581028,0.0625
obs207,Bernstein and Bernstein 2003,2003,0.151140436,0.027027027
obs208,Bernstein and Bernstein 2003,2003,0.070114671,0.012987013
obs209,Bernstein and Bernstein 2003,2003,-0.010000333,0.021276596
obs210,Bernstein and Bernstein 1999,1999,0.448906825,0.037037037
obs211,Bernstein and Bernstein 1999,1999,-0.777032261,0.04
obs212,Bernstein and Bernstein 1999,1999,0.158309385,0.028571429
obs213,Bernstein and Bernstein 1999,1999,-0.019002287,0.03030303
obs214,Bernstein and Bernstein 2003,2003,0.202732554,0.037037037
obs215,Bernstein and Bernstein 2003,2003,0.030009005,0.035714286
obs216,Bernstein and Bernstein 2003,2003,0.213171347,0.010869565
obs217,Bernstein and Bernstein 2003,2003,-0.090244188,0.024390244
obs218,Bernstein and Bernstein 2003,2003,0.100335348,0.023809524
obs219,Bernstein and Bernstein 2003,2003,0.020002667,0.071428571
obs220,Mason 1972,1972,0.045030412,0.041666667
obs221,Mason 1972,1972,0.127689479,0.037037037
obs222,Mason 1972,1972,-0.052046946,0.090909091
obs223,Mason 1972,1972,-0.168578995,0.052631579
obs224,Mason 1972,1972,-0.221555354,0.083333333
obs225,Mason 1972,1972,0.117538299,0.029411765
obs226,Mason 1972,1972,-0.005000042,0.090909091
obs227,Mason 1972,1972,0.056058649,0.037037037
obs228,Mason 1972,1972,0.05405258,0.034482759
obs229,Mason 1972,1972,0.516507503,0.052631579
obs230,Mason 1972,1972,0.327197097,0.058823529
obs231,Mason 1972,1972,0.238417017,0.041666667
obs232,Mason 1972,1972,0.152163611,0.037037037
obs233,Mason 1972,1972,-0.012000576,0.090909091
obs234,Mason 1972,1972,-0.356355693,0.052631579
obs235,Mason 1972,1972,-0.095287349,0.083333333
obs236,Mason 1972,1972,-0.082184534,0.029411765
obs237,Mason 1972,1972,-0.269328615,0.090909091
obs238,Mason 1972,1972,-0.137866901,0.037037037
obs239,Mason 1972,1972,-0.087220503,0.034482759
obs240,Mason 1972,1972,-0.028007321,0.052631579
obs241,Mason 1972,1972,0.152163611,0.058823529
obs242,Mason 1972,1972,-0.069109817,0.041666667
obs243,Mason 1972,1972,-0.260753317,0.037037037
obs244,Mason 1972,1972,-0.478448243,0.090909091
obs245,Mason 1972,1972,0.114497735,0.052631579
obs246,Mason 1972,1972,0.51521693,0.083333333
obs247,Mason 1972,1972,0.25968406,0.029411765
obs248,Mason 1972,1972,0.220505698,0.090909091
obs249,Mason 1972,1972,0.239475208,0.037037037
obs250,Mason 1972,1972,-0.13990573,0.052631579
obs251,Mason 1972,1972,0.393065551,0.058823529
obs252,Mason 1972,1972,-0.387264981,0.034482759
obs253,McCauley and Wade 1978,1978,0.343950879,0.004587156
obs254,McLain 1985,1985,0.111459277,0.045454545
obs255,McLain 1985,1985,0.021403268,0.025641026
obs256,McLain 1985,1985,0.475957159,0.03030303
obs257,McLain 1985,1985,0.151140436,0.03030303
obs258,McLain 1985,1985,0.19026308,0.024390244
obs259,McLain 1985,1985,0.070114671,0.012658228
obs260,McLain 1985,1985,-0.086212965,0.032258065
obs261,McLain 1985,1985,0.196490276,0.037037037
obs262,McLain 1985,1985,0.312819583,0.016129032
obs263,McLain 1985,1985,-0.153187103,0.023255814
obs264,McLain 1985,1985,0.075141102,0.016129032
obs265,McLain 1985,1985,-0.232078779,0.019607843
obs266,McLain 1985,1985,0.019002287,0.022222222
obs267,McLain 1985,1985,0.119566541,0.027777778
obs268,McLain 1985,1985,0.099325348,0.04
obs269,McLain 1985,1985,0.191299921,0.066666667
obs270,McLain 1985,1985,0.354092529,0.055555556
obs271,McLain 1985,1985,0.231024198,0.047619048
obs272,McLain 1985,1985,0.240533924,0.047619048
obs273,McLain 1985,1985,0.104377407,0.055555556
obs274,McLain 1985,1985,0.249022949,0.037037037
obs275,McLain 1985,1985,0.047034654,0.028571429
obs276,McLain 1985,1985,0.108422867,0.045454545
obs277,McLain 1985,1985,-0.020002667,0.037037037
obs278,McLain 1985,1985,0.080171325,0.052631579
obs279,McLain 1985,1985,0.167550482,0.024390244
obs280,McLain 1985,1985,0.06107583,0.045454545
obs281,McLain 1985,1985,-0.244774113,0.025641026
obs282,McLain 1985,1985,-0.153187103,0.03030303
obs283,McLain 1985,1985,0.014000915,0.03030303
obs284,McLain 1985,1985,0.331647109,0.024390244
obs285,McLain 1985,1985,0.299658432,0.012658228
obs286,McLain 1985,1985,0.484700279,0.032258065
obs287,McLain 1985,1985,0.805319196,0.037037037
obs288,McLain 1985,1985,1.33307963,0.016129032
obs289,McLain 1985,1985,0.497311288,0.023255814
obs290,McLain 1985,1985,0.885170208,0.016129032
obs295,McLain 1985,1985,-0.191299921,0.066666667
obs296,McLain 1985,1985,-0.101345551,0.055555556
obs297,McLain 1985,1985,-0.064087597,0.047619048
obs298,McLain 1985,1985,0.359757028,0.047619048
obs299,McLain 1985,1985,0.273630739,0.055555556
obs300,McLain 1985,1985,0.213171347,0.037037037
obs301,McLain 1985,1985,0.538695667,0.028571429
obs302,McLain 1985,1985,0.390742321,0.045454545
obs303,McLain 1985,1985,1.270747062,0.037037037
obs304,McLain 1985,1985,1.172274646,0.052631579
obs305,McLain 1985,1985,-2.028697888,0.024390244
obs306,McLain 1986,1986,0.004000021,0.005847953
obs307,McLain 1986,1986,0.387264981,0.01010101
obs308,McLain 1986,1986,1.259767503,0.024390244
obs309,McLain 1986,1986,0.125657214,0.04
obs310,McLain 1986,1986,0.231024198,0.023809524
obs312,McLain 1988,1988,0.018001944,0.002114165
obs313,McLain 1988,1988,0.451340166,0.00265252
obs314,McLain 1988,1988,0.214217711,0.001872659
obs315,Bernstein and Bernstein 2003,2003,-0.110446916,0.043478261
obs316,Bernstein and Bernstein 2003,2003,-0.972955075,0.083333333
obs317,Bernstein and Bernstein 2003,2003,-0.060072156,0.037037037
obs318,Bernstein and Bernstein 2003,2003,0.181982689,0.027027027
obs319,Bernstein and Bernstein 2003,2003,0.40005965,0.043478261
obs320,Bernstein and Bernstein 2003,2003,0.070114671,0.047619048
obs321,Bernstein and Bernstein 2003,2003,0.447692024,0.083333333
obs322,Comeau et al. 1998,1998,0.497311288,0.04
obs324,Comeau et al. 1998,1998,0.708921359,0.03030303
obs325,Comeau et al. 1998,1998,0.42364893,0.012048193
obs326,Comeau et al. 1998,1998,0.266108407,0.001769912
obs327,Comeau et al. 1998,1998,0.100335348,0.006410256
obs328,Comeau et al. 1998,1998,0.070114671,0.011764706
obs329,Comeau et al. 1998,1998,1.045370548,0.333333333
obs330,Comeau et al. 1998,1998,0.140925576,0.026315789
obs331,Ledwoń 2011,2011,-0.030009005,0.019230769
obs332,Ledwoń 2011,2011,0.331647109,0.017241379
obs333,Ledwoń 2011,2011,0.376885901,0.017241379
obs334,Ledwoń 2011,2011,0.309519604,0.018867925
obs335,Ledwoń 2011,2011,0.287682072,0.026315789
obs336,Ledwoń 2011,2011,0.331647109,0.052631579
obs337,Stern and Jarvis 1991,1991,0.213171347,0.00990099
obs338,Stern and Jarvis 1991,1991,0.354092529,0.00990099
obs339,Kasuya 1985,1985,-0.321652106,0.020833333
obs340,Kasuya 1985,1985,-0.282264901,0.020833333
obs341,Kraus and Lederhouse 1983,1983,0.376885901,0.018181818
obs342,Kraus and Lederhouse 1983,1983,0.342828254,0.018181818
obs343,Barbraud_and_Barbraud_1999,1999,0.005000042,0.025
obs344,Johnson 1983,1983,0.334992946,0.020408163
obs345,Wunderle 1981,1981,0.083100044,0.00862069
obs346,Wunderle 1981,1981,0.129518259,0.007936508
obs347,Wunderle 1981,1981,0.044640154,0.010204082
obs348,Kemp et al. 2006,2006,0.10943478,0.010869565
obs349,Johnston and Janiga 1995 (from Murton et al. 1973),1995,-0.829114038,0.005208333
obs350,Johnston and Johnston 1989,1989,0.161386696,0.034482759
obs351,Johnston and Johnston 1989,1989,0.3884231,0.034482759
obs352,Johnston and Johnston 1989,1989,0.171666664,0.034482759
obs353,Johnston and Johnston 1989,1989,0.192337169,0.034482759
obs354,Johnston and Johnston 1989,1989,-0.080171325,0.034482759
obs355,Johnston and Johnston 1989,1989,0.266108407,0.034482759
obs356,Johnston and Johnston 1989,1989,-0.591800603,0.029411765
obs357,Johnston and Johnston 1989,1989,-0.439969895,0.029411765
obs358,Johnston and Johnston 1989,1989,-0.361673928,0.020408163
obs359,Silva et al. 2008,2008,0.549306144,0.041666667
obs360,Silva et al. 2008,2008,0.447692024,0.043478261
obs361,Silva et al. 2008,2008,-0.020002667,0.041666667
obs362,Silva et al. 2008,2008,0.309519604,0.041666667
obs363,Silva et al. 2008,2008,0.447692024,0.041666667
obs364,Silva et al. 2008,2008,0.435611223,0.041666667
obs365,Garcia-Navas et al. 2009,2009,0.101275085,0.009615385
obs366,Garcia-Navas et al. 2009,2009,0.126673217,0.009615385
obs367,Garcia-Navas et al. 2009,2009,0.379185602,0.024390244
obs368,Garcia-Navas et al. 2009,2009,0.359757028,0.032258065
obs369,Garcia-Navas et al. 2009,2009,0.131757175,0.009615385
obs370,Garcia-Navas et al. 2009,2009,0.175788613,0.009615385
obs371,Garcia-Navas et al. 2009,2009,-0.097305953,0.043478261
obs372,Garcia-Navas et al. 2009,2009,0.36772478,0.043478261
obs373,Masello and Quillfeldt 2003,2003,0.484700279,0.027777778
obs374,Masello and Quillfeldt 2003,2003,0.349576602,0.026315789
obs375,Masello and Quillfeldt 2003,2003,0.676133476,0.026315789
obs376,Frey et al. 1998,1998,0.225758808,0.019230769
obs377,Frey et al. 1998,1998,0.050132784,0.019230769
obs378,Frey et al. 1998,1998,0.354092529,0.013333333
obs379,Frey et al. 1998,1998,0.213171347,0.01754386
obs380,Frey et al. 1998,1998,0.334541291,0.017857143
obs381,Frey et al. 1998,1998,0.012910662,0.01754386
obs382,Reynolds and Fitzpatrick 2007,2007,0.77356905,0.018181818
obs383,Harari et al. 1999,1999,0.803519915,0.005050505
obs384,Harari et al. 1999,1999,0.536060337,0.005050505
obs385,Harari et al. 1999,1999,0.693147181,0.005050505
obs386,Harari et al. 1999,1999,-0.744739299,0.018181818
obs387,Harari et al. 1999,1999,-0.948272554,0.142857143
obs388,Harari et al. 1999,1999,-1.162953264,0.142857143
obs389,Harari et al. 1999,1999,0.763271668,0.142857143
obs390,Harari et al. 1999,1999,0.77356905,0.142857143
obs391,Harari et al. 1999,1999,0.859500057,0.2
obs392,Harari et al. 1999,1999,-1.040283517,0.142857143
obs394,Devin et al. 2004,2004,0.549306144,0.006024096
obs395,Devin et al. 2004,2004,0.562729769,0.002008032
obs396,Devin et al. 2004,2004,0.218234265,0.006024096
obs397,Devin et al. 2004,2004,0.082932022,0.002008032
obs398,Santos et al. 1992,1992,-0.050041729,0.003558719
obs399,Santos et al. 1992,1992,0.023004057,0.003389831
obs400,Santos et al. 1992,1992,-0.013000732,0.003154574
obs401,Santos et al. 1992,1992,0.036015564,0.0125
obs402,Hedge and Krishna 1997,1997,0.632833187,0.021276596
obs403,Hedge and Krishna 1997,1997,1.098612289,0.021276596
obs404,Hedge and Krishna 1997,1997,0.829114038,0.021276596
obs405,Hedge and Krishna 1997,1997,-0.42364893,0.021276596
obs406,Parsons 1965,1965,0.208990458,0.004784689
obs407,Parsons 1965,1965,0.10943478,0.001769912
obs408,Parsons 1965,1965,0.202732554,0.00591716
obs409,Partridge et al. 1987,1987,0.010000333,0.037037037
obs410,Partridge et al. 1987,1987,0.3884231,0.066666667
obs411,Pavkovic-Lucic et al. 2009,2009,0.100335348,0.016129032
obs412,Pavkovic-Lucic et al. 2009,2009,0.3884231,0.018518519
obs413,Pavkovic-Lucic et al. 2009,2009,-0.140925576,0.016666667
obs414,Pavkovic-Lucic et al. 2009,2009,0.40005965,0.034482759
obs415,Sharp and Agrawal 2009,2009,0.094805931,0.001879699
obs416,Partridge et al. 1987,1987,0.435611223,0.045454545
obs417,Partridge et al. 1987,1987,0.050041729,0.2
obs418,Partridge et al. 1987,1987,-0.060072156,0.111111111
obs419,Partridge et al. 1987,1987,-0.060072156,0.03030303
obs420,Partridge et al. 1987,1987,0.140925576,0.013888889
obs421,Partridge et al. 1987,1987,-0.050041729,0.021276596
obs422,Partridge et al. 1987,1987,-0.030009005,0.5
obs423,Partridge et al. 1987,1987,0.020002667,0.03030303
obs424,Otronen 1984,1984,0.0852056,0.018518519
obs425,Dick and Elwood 1996,1996,0.255412812,0.015384615
obs426,Dick and Elwood 1996,1996,0.365443754,0.016666667
obs427,Dick and Elwood 1996,1996,0.3884231,0.032258065
obs428,Dick and Elwood 1996,1996,0.472230804,0.013157895
obs429,Dick and Elwood 1996,1996,0.549306144,0.041666667
obs430,Dick and Elwood 1996,1996,0.59014516,0.033333333
obs431,Iribarne 1996,1996,0.202732554,0.04
obs432,Iribarne 1996,1996,0.867300528,0.006289308
obs433,Iribarne 1996,1996,0.100335348,0.052631579
obs434,Iribarne 1996,1996,0.549306144,0.008474576
obs435,Pinto and Mayor 1986,1986,0.52168571,0.038461538
obs436,McLain 1982,1982,0.907644983,0.058823529
obs437,Morley and Balshine 2003,2003,0.68692045,0.016666667
obs438,Taborsky et al. 2009,2009,0.928727364,0.013513514
obs439,Pryke and Griffith 2007,2007,0.610478246,0.017857143
obs440,Pryke and Griffith 2007,2007,1.015916395,0.013333333
obs441,Monroy et al. 2005,2005,0.202732554,0.00990099
obs442,Murphy 2008,2008,0.202732554,0.020408163
obs443,Murphy 2008,2008,0.309519604,0.017857143
obs444,Murphy 2008,2008,0.250032246,0.017857143
obs445,Murphy 2008,2008,0.344695054,0.018867925
obs446,Murphy 2008,2008,-0.377523832,0.023809524
obs447,Kemp 2008,2008,-0.073130089,0.006329114
obs448,Kemp 2008,2008,0.261823156,0.006329114
obs449,Kemp 2008,2008,0.078158764,0.052631579
obs450,Kemp 2008,2008,0.246897438,0.006329114
obs451,Kemp 2008,2008,0.095287349,0.006329114
obs452,Kemp 2008,2008,0.162413138,0.006329114
obs453,Kemp 2008,2008,0.036015564,0.006329114
obs454,Kemp 2008,2008,-0.020002667,0.006329114
obs455,Kemp 2008,2008,0.180949396,0.006329114
obs456,Kemp 2008,2008,0.066096083,0.006329114
obs457,Kemp 2008,2008,0.137866901,0.006329114
obs458,Olsen et al. 1998,1998,0.704876084,0.066666667
obs459,Olsen et al. 1998,1998,0.380703248,0.026315789
obs460,Warkentin 1992,1992,-0.142864089,0.058823529
obs461,Warkentin 1992,1992,0.350158761,0.014084507
obs462,Warkentin 1992,1992,-0.039756904,0.007692308
obs463,Warkentin 1992,1992,0.133283673,0.011494253
obs464,Warkentin 1992,1992,-0.040121514,0.011494253
obs465,Warkentin 1992,1992,0.425912887,0.011627907
obs466,Warkentin 1992,1992,0.283022328,0.011363636
obs467,Warkentin 1992,1992,0.053851997,0.011363636
obs468,Ortego et al. 2009,2009,0.348449765,0.015625
obs469,Ortego et al. 2009,2009,0.183016366,0.010989011
obs470,Ortego et al. 2009,2009,0.101345551,0.010638298
obs471,Ortego et al. 2009,2009,-0.031009936,0.008695652
obs472,Ortego et al. 2009,2009,-0.129722794,0.032258065
obs473,Ortego et al. 2009,2009,0.040021354,0.0625
obs474,Olsen et al. 1998,1998,0.661943078,0.142857143
obs475,Bortolotti and Iko 1992,1992,0.479695858,0.038461538
obs476,Bortolotti and Iko 1992,1992,0.07413552,0.029411765
obs477,Bortolotti and Iko 1992,1992,-0.169607861,0.019607843
obs478,Bortolotti and Iko 1992,1992,0.11652454,0.011764706
obs479,Bowman 1987,1987,-0.231024198,0.058823529
obs480,Bowman 1987,1987,0.275785504,0.058823529
obs481,Village 1985,1985,0.693147181,0.029411765
