class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Passeriformes,Petroicidae,Petroica,macrocephala,-999,Tomtit,-999,3.95,-999,11.6,-999,-999,-999,-999,-999,2.08,-999,-999,-999,-999,-999,11.5,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Petroica,multicolor,-999,Pacific Robin,-999,3.25,-999,12.1,-999,-999,-999,-999,-999,1.52,-999,-999,-999,-999,-999,12.5,10.5,10.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Petroica,phoenicea,-999,Flame Robin,-999,3.25,-999,13,-999,-999,-999,-999,-999,2.08,-999,-999,-999,-999,-999,13.8,13.3,12.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Petroica,rodinogaster,-999,Pink Robin,-999,3.25,-999,10.25,-999,-999,-999,-999,-999,1.9,-999,-999,-999,-999,-999,10.6,9.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Petroica,rosea,-999,Rose Robin,-999,2.45,-999,8.2,-999,-999,-999,-999,-999,1.48,-999,-999,-999,-999,-999,8,8.3,8.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Petroica,traversi,-999,Black Robin,-999,2,-999,23.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Poecilodryas,albonotata,-999,Black-throated Robin,-999,-999,-999,38.675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38.675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Poecilodryas,brachyura,-999,Black-chinned Robin,-999,-999,-999,25.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Poecilodryas,cerviniventris,-999,Buff-sided Robin,-999,2,-999,19.9,-999,-999,-999,-999,-999,2.04,-999,-999,-999,-999,-999,18,21.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Poecilodryas,hypoleuca,-999,Black-sided Robin,-999,-999,-999,19.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Poecilodryas,placens,-999,Banded Yellow Robin,-999,-999,-999,25.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Poecilodryas,superciliosa,-999,White-browed Robin,-999,2,-999,19.9,-999,-999,-999,-999,-999,2.04,-999,-999,-999,-999,-999,18,21.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Tregellasia,capito,-999,Pale-yellow Robin,-999,2,-999,13.9,-999,-999,-999,-999,-999,2.3,-999,-999,-999,-999,-999,12.2,14.4,14.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Petroicidae,Tregellasia,leucops,-999,White-faced Robin,-999,1.7,-999,15.975,-999,-999,-999,-999,-999,2.2,-999,-999,-999,-999,-999,15.025,16.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Peucedramidae,Peucedramus,taeniatus,-999,Olive Warbler,-999,3.5,-999,11,-999,-999,-999,-999,-999,1.47,-999,-999,-999,-999,-999,11.5,10.8,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,affinis,-999,Tickell's Leaf Warbler,-999,3.9,-999,6,-999,-999,-999,-999,-999,1.14,-999,-999,-999,-999,-999,5,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,armandii,-999,Yellow-streaked Warbler,-999,4.5,-999,9.425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,bonelli,-999,Western Bonelli's Warbler,-999,4.165,-999,8.9,-999,-999,-999,-999,-999,1.2,-999,-999,-999,-999,-999,8.9,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,borealis,-999,Arctic Warbler,365,5.95,1,10,3.1,-999,-999,-999,-999,1.32,12,12.5,3.1,365,1,9.3,9.7,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,borealoides,-999,Sakhalin Leaf Warbler,-999,4.9,-999,9.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,budongoensis,-999,Uganda Woodland Warbler,-999,3,-999,8.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.5,8.5,8.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,canariensis,-999,Canary Islands Chiffchaff,364.234,5.5,1.5,8.3,8,-999,-999,0.78,-999,1.12,14,15,7.8,365,-999,7.1,7.9,8.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,cantator,-999,Yellow-vented Warbler,-999,3.5,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,cebuensis,-999,Lemon-throated Leaf Warbler,-999,-999,-999,9.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,chloronotus,-999,Lemon-rumped Warbler,-999,4.4,-999,6,-999,-999,-999,-999,-999,0.93,-999,-999,-999,-999,-999,6,6,5.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,claudiae,-999,Claudia's Leaf Warbler,-999,4.5,-999,6.9,-999,-999,-999,-999,-999,1.13,-999,-999,-999,-999,-999,6,-999,7.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,collybita,-999,Common Chiffchaff,364.234,5.5,1.5,8.3,8,-999,-999,0.78,-999,1.12,14,15,7.8,365,-999,7.1,7.9,8.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,coronatus,-999,Eastern Crowned Warbler,-999,5.3,-999,10.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,davisoni,-999,Davison's Leaf Warbler,-999,-999,-999,6.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,examinandus,-999,Kamchatka Leaf Warbler,365,5.95,1,10,3.1,-999,-999,-999,-999,1.32,12,12.5,3.1,365,1,9.3,9.7,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,forresti,-999,Sichuan Leaf Warbler,-999,4.4,-999,6,-999,-999,-999,-999,-999,0.93,-999,-999,-999,-999,-999,6,6,5.55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,fuligiventer,-999,Smoky Warbler,-999,4.9,-999,9.125,-999,-999,-999,-999,-999,1.32,-999,-999,-999,-999,-999,9.7,9,9.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,fuscatus,-999,Dusky Warbler,-999,4.9,-999,9,-999,-999,-999,-999,-999,1.32,-999,-999,-999,-999,-999,9.7,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,goodsoni,-999,Hartert's Leaf Warbler,-999,4.5,-999,6.9,-999,-999,-999,-999,-999,1.13,-999,-999,-999,-999,-999,6,-999,7.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,griseolus,-999,Sulphur-bellied Warbler,-999,4.5,-999,8,-999,-999,-999,-999,-999,1.33,-999,-999,-999,-999,-999,8,-999,7.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,herberti,-999,Black-capped Woodland Warbler,-999,3,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,8.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,humei,-999,Hume's Leaf Warbler,-999,4.88,-999,6.7625,-999,-999,-999,-999,-999,0.915,-999,-999,-999,-999,-999,7.15,6.6,6.6125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,ibericus,-999,Iberian Chiffchaff,364.234,5.5,1.5,8,8,-999,-999,0.78,-999,1.12,14,15,7.8,365,-999,7.1,7.9,8.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,ijimae,-999,Ijima's Leaf Warbler,-999,-999,-999,8.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,inornatus,-999,Yellow-browed Warbler,-999,5.09,-999,6.7625,-999,-999,-999,-999,-999,0.915,-999,-999,-999,-999,-999,7.15,6.6,6.6125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,laetus,-999,Red-faced Woodland Warbler,-999,2,-999,9.55,-999,-999,-999,-999,-999,1.57,-999,-999,-999,-999,-999,9.2,9.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,laurae,-999,Laura's Woodland Warbler,-999,-999,-999,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,maculipennis,-999,Ashy-throated Warbler,-999,-999,-999,5.175,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.175,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,maforensis,-999,Island Leaf Warbler,-999,-999,-999,10.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.775,4.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,magnirostris,-999,Large-billed Leaf Warbler,-999,3.9,-999,11.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,makirensis,-999,Makira Leaf Warbler,-999,-999,-999,9.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,neglectus,-999,Plain Leaf Warbler,-999,3.9,-999,5.3,-999,-999,-999,-999,-999,1.06,-999,-999,-999,-999,-999,-999,-999,5.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,nigrorum,-999,Negros Leaf Warbler,-999,2,-999,9,-999,-999,-999,-999,-999,1.3,-999,-999,-999,-999,-999,8.5,-999,9.025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,nitidus,-999,Green Warbler,-999,4.65,1,7.85,-999,-999,-999,-999,-999,1.08,-999,-999,-999,-999,-999,7,8,7.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,occipitalis,-999,Western Crowned Warbler,-999,3.5,-999,9.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,ogilviegranti,-999,Kloss's Leaf Warbler,-999,-999,-999,6.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,olivaceus,-999,Philippine Leaf Warbler,-999,-999,-999,9.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.35,10.275,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,orientalis,-999,Eastern Bonelli's Warbler,-999,4.43,-999,8.8,-999,-999,-999,-999,-999,1.2,-999,-999,-999,-999,-999,8.9,8.5,8.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,plumbeitarsus,-999,Two-barred Warbler,-999,4.7,1,7.85,-999,-999,-999,-999,-999,1.08,-999,-999,-999,-999,-999,7,8,7.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,proregulus,-999,Pallas's Leaf Warbler,-999,4.9,-999,6,-999,-999,-999,-999,-999,0.93,-999,-999,-999,-999,-999,6,6,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,pulcher,-999,Buff-barred Warbler,-999,3.5,-999,6.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.775,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,reguloides,-999,Blyth's Leaf Warbler,-999,4.5,-999,6.9,-999,-999,-999,-999,-999,1.13,-999,-999,-999,-999,-999,6,-999,7.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,ruficapilla,-999,Yellow-throated Woodland Warbler,-999,2.9,-999,7.7,-999,-999,-999,-999,-999,1.35,-999,-999,-999,-999,-999,-999,-999,7.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,schwarzi,-999,Radde's Warbler,-999,-999,-999,11.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,sibilatrix,-999,Wood Warbler,365,5.9,1.5,9.95,10.25,-999,-999,-999,-999,1.32,13,12,10.225,365,-999,10.05,10.1,9.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,sindianus,-999,Mountain Chiffchaff,-999,3.2,-999,7.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,subaffinis,-999,Buff-throated Warbler,-999,3.95,-999,6.2,-999,-999,-999,-999,-999,1.14,-999,-999,-999,-999,-999,5,6.2,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,subviridis,-999,Brooks's Leaf Warbler,-999,3.5,-999,5.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,tenellipes,-999,Pale-legged Leaf Warbler,-999,5.5,-999,11.8,-999,-999,-999,-999,-999,1.2,-999,-999,-999,-999,-999,8.6,11.825,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,trivirgatus,-999,Mountain Leaf Warbler,-999,2,-999,9,-999,-999,-999,-999,-999,1.3,-999,-999,-999,-999,-999,8.5,-999,9.025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,trochiloides,-999,Greenish Warbler,-999,4.7,1,7.85,-999,-999,-999,-999,-999,1.08,-999,-999,-999,-999,-999,7,8,7.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,trochilus,-999,Willow Warbler,364.234,6.23,1.5,8.85,11.8,-999,-999,-999,-999,1.2,14,13.5,10.83333333,365,-999,8.8,9.2,9.275,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,tytleri,-999,Tytler's Leaf Warbler,-999,4.5,-999,7.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,umbrovirens,-999,Brown Woodland Warbler,-999,2.45,-999,8.6,-999,-999,-999,-999,-999,1.26,-999,-999,-999,-999,-999,11,9.5,8.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,xanthodryas,-999,Japanese Leaf Warbler,365,5.95,1,10,3.1,-999,-999,-999,-999,1.32,12,12.5,3.1,365,1,9.3,9.7,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,xanthoschistos,-999,Grey-hooded Warbler,-999,3.9,-999,7.025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.8,7.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Phylloscopus,yunnanensis,-999,Chinese Leaf Warbler,-999,3.9,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,affinis,-999,White-spectacled Warbler,-999,4.5,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,burkii,-999,Green-crowned Warbler,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,castaniceps,-999,Chestnut-crowned Warbler,-999,3.9,-999,5.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,montis,-999,Yellow-breasted Warbler,-999,2,-999,6.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,poliogenys,-999,Grey-cheeked Warbler,-999,4,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,tephrocephalus,-999,Grey-crowned Warbler,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,valentini,-999,Bianchi's Warbler,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,whistleri,-999,Whistler's Warbler,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Phylloscopidae,Seicercus,xanthoschistos,-999,-999,-999,3.9,-999,7.025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.8,7.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Picathartidae,Picathartes,gymnocephalus,-999,White-necked Rockfowl,-999,2,-999,196,-999,-999,-999,-999,-999,15.2,24,26,-999,-999,-999,196,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Picathartidae,Picathartes,oreas,-999,Grey-necked Rockfowl,-999,2.3,-999,220.5,-999,-999,-999,-999,-999,15.9,-999,-999,-999,-999,-999,-999,-999,220.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Antilophia,bokermanni,-999,Araripe Manakin,-999,-999,-999,19.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Antilophia,galeata,-999,Helmeted Manakin,-999,2,-999,22.325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22.45,21.425,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Chiroxiphia,boliviana,-999,Yungas Manakin,-999,2,-999,16.9,-999,-999,-999,-999,-999,2.94,-999,-999,-999,-999,-999,17.65,16.35,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Chiroxiphia,caudata,-999,Blue Manakin,-999,2,-999,25.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Chiroxiphia,lanceolata,-999,Lance-tailed Manakin,-999,2,-999,18.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Chiroxiphia,linearis,-999,Long-tailed Manakin,-999,1.875,-999,17.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9,18.5,17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Chiroxiphia,pareola,-999,Blue-backed Manakin,-999,2,-999,16.85,-999,-999,-999,-999,-999,2.94,-999,-999,-999,-999,-999,17.4,16.3,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Corapipo,altera,-999,White-ruffed Manakin,-999,2,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.6,10.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Corapipo,gutturalis,-999,White-throated Manakin,-999,-999,-999,8.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Corapipo,leucorrhoa,-999,White-bibbed Manakin,-999,2,-999,11.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.7,10.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Dixiphia,chloromeros,-999,Round-tailed Manakin,-999,-999,-999,16.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Dixiphia,cornuta,-999,Scarlet-horned Manakin,-999,-999,-999,25.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Dixiphia,erythrocephala,-999,Golden-headed Manakin,-999,2,-999,13.6,-999,-999,-999,-999,-999,2.1,16.5,-999,-999,-999,-999,14.1,12.8,11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Dixiphia,mentalis,-999,Red-capped Manakin,-999,2,-999,14.925,-999,-999,-999,-999,-999,1.785,-999,-999,-999,-999,-999,16.05,17.5,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Dixiphia,pipra,-999,White-crowned Manakin,-999,2,-999,11.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,10.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Dixiphia,rubrocapilla,-999,Red-headed Manakin,-999,2,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Passeriformes,Pipridae,Heterocercus,aurantiivertex,-999,Orange-crested Manakin,-999,2,-999,21.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
