SCIENTIFIC_NAME,Order,Family,brain_size_mm3,body_mass_g,brain_residual,migration_status,diet_breadth,development_mode,development_time_days
Basileuterus_culicivorus,PASSERIFORMES (PASSERIDA),Parulidae,0.58,8.9,0.522168589,Resident,0.063341677,altricial,NA
Batis_capensis,PASSERIFORMES (CORVIDA),Platysteiridae,0.68,11.6,0.532648774,Resident,0,altricial,35
Bias_musicus,PASSERIFORMES (CORVIDA),Platysteiridae,0.84,21.9,0.387583643,Resident,0.003370399,altricial,NA
Biziura_lobata,ANSERIFORMES,Anatidae,8.72,1974.5,0.203095124,Resident,0.068217654,precocial,25
Bolbopsittacus_lunulatus,PSITTACIFORMES,Psittacidae,2.65,67,0.909413481,Resident,0.169333175,altricial,NA
Bolborhynchus_lineola,PSITTACIFORMES,Psittacidae,2.08,56.2,0.765795781,Resident,0.135863802,altricial,54.75
Bombycilla_cedrorum,PASSERIFORMES (PASSERIDA),Bombycillidae,0.89,31.6,0.239776612,Migrant,0.051629037,altricial,29.05
Bombycilla_garrulus,PASSERIFORMES (PASSERIDA),Bombycillidae,1.16,57.65,0.167562513,Migrant,0.073364564,altricial,29
Bonasa_umbellus,GALLIFORMES,Phasianidae,2.46,545.83,-0.341314658,Resident,0.053429668,precocial,23.6
Bostrychia_hagedash,PELECANIFORMES,Threskiornithidae,10.18,1238,0.61968964,Resident,0.009062627,precocial,62.5
Botaurus_lentiginosus,PELECANIFORMES,Ardeidae,4.52,706,0.122739395,Migrant,0.023867344,altricial,36.5
Botaurus_poiciloptilus,PELECANIFORMES,Ardeidae,5.8,1110.5,0.118073455,Resident,0.023867344,altricial,74
Brachygalba_lugubris,PICIFORMES,Galbulidae,0.43,15.9,-0.102485016,Resident,0,altricial,NA
Brachypteryx_montana,PASSERIFORMES (PASSERIDA),Turdidae,0.83,18,0.485587497,Resident,0,altricial,NA
Brachyramphus_marmoratus,CHARADRIIFORMES,Alcidae,2.35,220,0.122521613,Migrant,0.012588441,precocial,56.75
Branta_bernicla,ANSERIFORMES,Anatidae,6.1,1279.25,0.08917237,Migrant,0,precocial,45.3
Branta_canadensis,ANSERIFORMES,Anatidae,11.53,3178.8,0.215384537,Migrant,0.135863802,precocial,29.5
Branta_sandvicensis,ANSERIFORMES,Anatidae,8.23,2047.5,0.124902648,Resident,0.023779529,precocial,93
Brotogeris_chrysoptera,PSITTACIFORMES,Psittacidae,2.08,54.5,0.78302116,Resident,0.175528867,altricial,71.5
Brotogeris_jugularis,PSITTACIFORMES,Psittacidae,2.12,63.25,0.718570257,Resident,0.169333175,altricial,64
Brotogeris_tirica,PSITTACIFORMES,Psittacidae,2.7,63,0.96262691,Resident,0.175528867,altricial,75
Brotogeris_versicolurus,PSITTACIFORMES,Psittacidae,2.39,71.6,0.76890911,Resident,0.166031996,altricial,67
Bubalornis_albirostris,PASSERIFORMES (PASSERIDA),Ploceidae,2.13,61.9,0.735375249,Resident,0.177293438,altricial,NA
Bubo_africanus,STRIGIFORMES,Strigidae,8.6,645,0.816665708,Resident,NA,altricial,65
Bubo_bubo,STRIGIFORMES,Strigidae,17.09,2686,0.703391822,Resident,NA,altricial,87.5
Bubo_scandiaca,STRIGIFORMES,Strigidae,15.87,2042.5,0.782918303,Migrant,0.008120562,altricial,63.3
Bubo_virginianus,STRIGIFORMES,Strigidae,14.73,1198.63,1.007274563,Resident,0.006764485,altricial,84.975
Bubulcus_ibis,PELECANIFORMES,Ardeidae,3.81,366,0.32028809,Migrant,0.023867344,altricial,47.525
Bucephala_albeola,ANSERIFORMES,Anatidae,4.1,403.5,0.338944261,Migrant,0.185034969,precocial,56.85
Bucephala_clangula,ANSERIFORMES,Anatidae,5.95,938.5,0.237978732,Migrant,0.030954453,precocial,91.4
Bucephala_islandica,ANSERIFORMES,Anatidae,5.83,940.5,0.216410699,Migrant,0.040383194,precocial,58.65
Buceros_bicornis,BUCEROTIFORMES,Bucerotidae,18.25,2798.5,0.746053769,Resident,0.0810485,altricial,119
Buceros_hydrocorax,BUCEROTIFORMES,Bucerotidae,17,1400,1.063514297,Resident,0.184667863,altricial,NA
Buceros_rhinoceros,BUCEROTIFORMES,Bucerotidae,17.38,2380,0.788047941,Resident,0.176853046,altricial,120.5
Bucorvus_abyssinicus,BUCEROTIFORMES,Bucorvidae,23.75,4000,0.80914955,Resident,0.156341129,altricial,123
Bulweria_bulwerii,PROCELLARIIFORMES,Procellariidae,1.34,99,0.008574212,Migrant,0.014161996,precocial,106.2
Burhinus_bistriatus,CHARADRIIFORMES,Burhinidae,4.66,787,0.092333326,Resident,0.00376014,precocial,NA
Burhinus_grallarius,CHARADRIIFORMES,Burhinidae,4.31,597.13,0.169087302,Resident,0.068220589,precocial,NA
Burhinus_oedicnemus,CHARADRIIFORMES,Burhinidae,3.65,459,0.150412846,Migrant,0.039552502,precocial,64
Busarellus_nigricollis,ACCIPITRIFORMES,Accipitridae,8.75,785,0.723798535,Resident,0.02767388,altricial,NA
Buteo_buteo,ACCIPITRIFORMES,Accipitridae,7.94,578,0.798322673,Migrant,0.00638506,altricial,87.75
Buteo_galapagoensis,ACCIPITRIFORMES,Accipitridae,8.3,1163.33,0.450407469,Resident,0.007039909,altricial,92.5
Buteo_jamaicensis,ACCIPITRIFORMES,Accipitridae,9.18,935.49,0.673416212,Migrant,0.006233486,altricial,76.5
Buteo_lagopus,ACCIPITRIFORMES,Accipitridae,9.2,919.62,0.685187629,Migrant,0.007325161,altricial,65.5
Buteo_lineatus,ACCIPITRIFORMES,Accipitridae,7.19,607,0.671646943,Migrant,0.019154579,altricial,75
Buteo_magnirostris,ACCIPITRIFORMES,Accipitridae,4.56,269,0.672662304,Resident,0.023867344,altricial,73
Buteo_platypterus,ACCIPITRIFORMES,Accipitridae,5.12,455,0.49374863,Migrant,0.010708115,altricial,63.75
Buteo_polyosoma,ACCIPITRIFORMES,Accipitridae,8.78,896,0.653052484,Migrant,0.01062409,altricial,71.5
Buteo_regalis,ACCIPITRIFORMES,Accipitridae,9.5,1469.5,0.4544223,Migrant,0.00163104,altricial,77.5
Buteo_swainsoni,ACCIPITRIFORMES,Accipitridae,7.36,1064,0.380263418,Migrant,0.003599571,altricial,71
Buteogallus_anthracinus,ACCIPITRIFORMES,Accipitridae,7.17,996,0.391145888,Migrant,0.028608359,altricial,81.25
Buteogallus_meridionalis,ACCIPITRIFORMES,Accipitridae,7.84,808,0.59778887,Resident,NA,altricial,86.5
Buteogallus_urubitinga,ACCIPITRIFORMES,Accipitridae,10.17,1156.5,0.656896332,Resident,0.028470784,altricial,105
Butorides_striata,PELECANIFORMES,Ardeidae,2.48,184,0.276574126,Migrant,0.023867344,altricial,57
Bycanistes_bucinator,BUCEROTIFORMES,Bucerotidae,7.5,644,0.680676648,Resident,0.074185918,altricial,NA
Bycanistes_cylindricus,BUCEROTIFORMES,Bucerotidae,10.13,921,0.780644555,Resident,NA,altricial,NA
Cacatua_alba,PSITTACIFORMES,Cacatuidae,14.16,631,1.327630911,Resident,0.184667863,altricial,119
Cacatua_ducorpsii,PSITTACIFORMES,Cacatuidae,8.7,394,1.104641554,Resident,0.153910555,altricial,NA
Cacatua_galerita,PSITTACIFORMES,Cacatuidae,14.24,723.5,1.256551093,Resident,0.135863802,altricial,100
Cacatua_haematuropygia,PSITTACIFORMES,Cacatuidae,8.5,288,1.257132159,Resident,0.169333175,altricial,91
Cacatua_leadbeateri,PSITTACIFORMES,Cacatuidae,8.47,376,1.104072754,Resident,0.168673987,altricial,84
Cacatua_moluccensis,PSITTACIFORMES,Cacatuidae,15.63,850,1.259324342,Resident,0.184667863,altricial,127
Cacatua_ophthalmica,PSITTACIFORMES,Cacatuidae,15,492,1.524800791,Resident,0.135863802,altricial,116.5
Cacatua_pastinator,PSITTACIFORMES,Cacatuidae,10.99,643.13,1.063517503,Resident,0.063779149,altricial,83.5
Cacatua_roseicapilla,PSITTACIFORMES,Cacatuidae,6.43,343,0.880030588,Resident,0.056769664,altricial,75.9
Cacatua_sanguinea,PSITTACIFORMES,Cacatuidae,8.91,437.54,1.069711902,Resident,0.156120058,altricial,85.5
Cacatua_sulphurea,PSITTACIFORMES,Cacatuidae,9.62,304,1.350589688,Resident,0.169333175,altricial,94
Cacatua_tenuirostris,PSITTACIFORMES,Cacatuidae,10.64,567,1.101805294,Resident,0.132494798,altricial,80
Cacicus_cela,PASSERIFORMES (PASSERIDA),Icteridae,2.43,87.45,0.673363835,Resident,0.191374586,altricial,40.5
Cacomantis_castaneiventris,CUCULIFORMES,Cuculidae,0.95,31,0.315767508,Resident,0,altricial,NA
Cacomantis_flabelliformis,CUCULIFORMES,Cuculidae,1.09,42.65,0.274322746,Resident,0,altricial,30
Cacomantis_variolosus,CUCULIFORMES,Cuculidae,0.97,35.93,0.253836592,Resident,0,altricial,31
Cairina_moschata,ANSERIFORMES,Anatidae,7.35,2625,-0.127518689,Resident,0.156677851,precocial,140
Calamanthus_campestris,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.64,13.95,0.368572013,Resident,0.184667863,altricial,NA
Calamanthus_fuliginosus,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.7,13,0.497737056,Resident,0.155475671,altricial,NA
Calamospiza_melanocorys,PASSERIFORMES (PASSERIDA),Emberizidae,1.18,37.6,0.424332554,Migrant,0.17491013,altricial,20.5
Calandrella_cinerea,PASSERIFORMES (PASSERIDA),Alaudidae,0.67,23.7,0.117163238,Resident,0.17491013,altricial,26
Calcarius_lapponicus,PASSERIFORMES (PASSERIDA),Emberizidae,0.87,27.85,0.287890187,Migrant,0.17491013,altricial,23.15
Calidris_acuminata,CHARADRIIFORMES,Scolopacidae,0.99,66.55,-0.071417262,Migrant,0.17491013,precocial,NA
Calidris_alba,CHARADRIIFORMES,Scolopacidae,1.01,57,0.03545167,Migrant,0.023888683,precocial,34.8
Calidris_alpina,CHARADRIIFORMES,Scolopacidae,1,52.23,0.074511495,Migrant,NA,precocial,31.75
Calidris_bairdii,CHARADRIIFORMES,Scolopacidae,0.73,41.05,-0.10512293,Migrant,0,precocial,40.3
Calidris_canutus,CHARADRIIFORMES,Scolopacidae,1.32,142,-0.208746098,Migrant,0.004681652,precocial,31
Calidris_ferruginea,CHARADRIIFORMES,Scolopacidae,0.99,58.1,0.004731765,Migrant,0.031729729,precocial,20.35
Calidris_fuscicollis,CHARADRIIFORMES,Scolopacidae,0.78,47.9,-0.125417891,Migrant,0.155475671,precocial,30.05
Calidris_himantopus,CHARADRIIFORMES,Scolopacidae,0.92,57.35,-0.061313213,Migrant,0.155475671,precocial,34.9
Calidris_mauri,CHARADRIIFORMES,Scolopacidae,0.64,27.85,-0.019134848,Migrant,0.031729729,precocial,40
Calidris_melanotos,CHARADRIIFORMES,Scolopacidae,1.02,81.4,-0.154520393,Migrant,0.13258379,precocial,22.1
Calidris_minuta,CHARADRIIFORMES,Scolopacidae,0.53,23,-0.100424398,Migrant,0.040818656,precocial,20.6
Calidris_minutilla,CHARADRIIFORMES,Scolopacidae,0.55,22.9,-0.060939575,Migrant,0,precocial,20.6
Calidris_ptilocnemis,CHARADRIIFORMES,Scolopacidae,1.13,82.1,-0.056907323,Migrant,NA,precocial,NA
Calidris_pusilla,CHARADRIIFORMES,Scolopacidae,0.51,27.5,-0.239099959,Migrant,0,precocial,28.3
Calidris_ruficollis,CHARADRIIFORMES,Scolopacidae,0.66,26.8,0.033188728,Migrant,0.17491013,precocial,21.4
Calidris_subminuta,CHARADRIIFORMES,Scolopacidae,0.59,30.2,-0.145909824,Migrant,0.17491013,precocial,NA
Calidris_tenuirostris,CHARADRIIFORMES,Scolopacidae,1.54,147.5,-0.075906216,Migrant,0.071097801,precocial,43.5
Callipepla_californica,GALLIFORMES,Odontophoridae,1.33,151,-0.235661241,Resident,0.12496148,precocial,22.6
Callipepla_gambelii,GALLIFORMES,Odontophoridae,1.32,166,-0.296320096,Resident,0.120266243,precocial,22.1
Callocephalon_fimbriatum,PSITTACIFORMES,Cacatuidae,7.48,256,1.195350806,Resident,0.175918482,altricial,82.25
Callonetta_leucophrys,ANSERIFORMES,Anatidae,3.25,365.5,0.162080533,Resident,NA,precocial,NA
Caloenas_nicobarica,COLUMBIFORMES,Columbidae,3.06,540,-0.117039044,Resident,0.180633949,altricial,83
Calonectris_diomedea,PROCELLARIIFORMES,Procellariidae,4.92,571.83,0.325736439,Migrant,0.014161996,precocial,143.5
Calorhamphus_fuliginosus,PICIFORMES,Ramphastidae,1.1,42.6,0.284113053,Resident,NA,altricial,NA
Calyptorhynchus_banksii,PSITTACIFORMES,Cacatuidae,11.95,723.67,1.081095712,Resident,0.169333175,altricial,112
Calyptorhynchus_baudinii,PSITTACIFORMES,Cacatuidae,14.63,683.33,1.315604435,Resident,0.17491013,altricial,140
Calyptorhynchus_funereus,PSITTACIFORMES,Cacatuidae,15.08,678.5,1.349877534,Resident,0.057821531,altricial,110.75
Calyptorhynchus_lathami,PSITTACIFORMES,Cacatuidae,9.78,437,1.163569689,Resident,0,altricial,104.9
Calyptorhynchus_latirostris,PSITTACIFORMES,Cacatuidae,14.25,612,1.351112209,Resident,0.156120058,altricial,102
Campephaga_phoenicea,PASSERIFORMES (CORVIDA),Campephagidae,1.05,27.1,0.491251667,Migrant,0,altricial,NA
Campephilus_guatemalensis,PICIFORMES,Picidae,5.94,242,0.996366043,Resident,0.063341677,altricial,49
Campethera_nivosa,PICIFORMES,Picidae,1.58,37.8,0.713267921,Resident,NA,altricial,NA
Camptostoma_obsoletum,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.36,8.1,0.098064141,Resident,0.071259387,altricial,31.5
Campylopterus_largipennis,APODIFORMES,Trochilidae,0.31,8.3,-0.065146174,Resident,0.122978767,altricial,NA
Campylorhamphus_pusillus,PASSERIFORMES (SUBOSCINES),Dendrocolaptidae,1.34,43.38,0.4712973,Resident,0,altricial,NA
Campylorhynchus_brunneicapillus,PASSERIFORMES (PASSERIDA),Troglodytidae,1.34,38.9,0.53242623,Resident,0.067443182,altricial,37.5
Campylorhynchus_griseus,PASSERIFORMES (PASSERIDA),Troglodytidae,1.31,42.4,0.461469046,Resident,0.063341677,altricial,NA
Capito_niger,PICIFORMES,Ramphastidae,1.35,61.7,0.28117273,Resident,0.042779045,altricial,49.5
Caprimulgus_carolinensis,CAPRIMULGIFORMES,Caprimulgidae,1.36,109,-0.030574804,Migrant,0.002847657,precocial,36.75
Caprimulgus_europaeus,CAPRIMULGIFORMES,Caprimulgidae,0.88,67,-0.192979531,Migrant,0,precocial,34
Caprimulgus_macrurus,CAPRIMULGIFORMES,Caprimulgidae,1.01,66.2,-0.048459483,Resident,0,precocial,22.5
Caprimulgus_vociferus,CAPRIMULGIFORMES,Caprimulgidae,0.82,53.4,-0.136363108,Migrant,0,precocial,39
Caracara_cheriway,FALCONIFORMES,Falconidae,9.26,1031,0.627576014,Resident,0.019154579,altricial,NA
Caracara_plancus,FALCONIFORMES,Falconidae,10.06,1348,0.560094296,Resident,0.006174233,altricial,75.7
Cardellina_rubrifrons,PASSERIFORMES (PASSERIDA),Parulidae,0.43,9.8,0.168903788,Migrant,0,altricial,25
Cardinalis_cardinalis,PASSERIFORMES (PASSERIDA),Cardinalidae,1.52,42.65,0.606855385,Resident,0.188709122,altricial,22
Carduelis_carduelis,PASSERIFORMES (PASSERIDA),Fringillidae,0.65,16,0.307186177,Migrant,0.031729729,altricial,26.8
Carduelis_flammea,PASSERIFORMES (PASSERIDA),Fringillidae,0.59,12.3,0.357819258,Migrant,0.031729729,altricial,22.5
Carduelis_pinus,PASSERIFORMES (PASSERIDA),Fringillidae,0.57,12.7,0.305386143,Migrant,0.111883068,altricial,27.75
Carduelis_tristis,PASSERIFORMES (PASSERIDA),Fringillidae,0.54,12.8,0.246920515,Migrant,0.180035989,altricial,25.75
Cariama_cristata,CARIAMIFORMES,Cariamidae,11.15,1400,0.641740451,Resident,NA,precocial,40.25
Carpodacus_mexicanus,PASSERIFORMES (PASSERIDA),Fringillidae,0.78,21.4,0.326427609,Resident,0.143626284,altricial,28.78
Carpodacus_purpureus,PASSERIFORMES (PASSERIDA),Fringillidae,0.9,23.3,0.421825949,Migrant,0.143626284,altricial,27.25
Caryothraustes_poliogaster,PASSERIFORMES (PASSERIDA),Cardinalidae,1.43,37.5,0.61798602,Resident,0.184667863,altricial,24.75
Casmerodius_albus,PELECANIFORMES,Ardeidae,5.04,873.5,0.11224443,Migrant,0.023867344,altricial,63.4
Casuarius_casuarius,CASUARIIFORMES,Casuariidae,36.35,44000,-0.109964022,Resident,0.053716447,precocial,52.6
Catharacta_maccormicki,CHARADRIIFORMES,Stercorariidae,6.79,1349,0.166562208,Migrant,0.020117458,precocial,62
Cathartes_aura,ACCIPITRIFORMES,Cathartidae,9.98,1733.3,0.411123757,Migrant,0,altricial,106.5
Catharus_fuscescens,PASSERIFORMES (PASSERIDA),Turdidae,0.92,41.5,0.120092098,Migrant,0.015294818,altricial,22.25
Catoptrophorus_semipalmatus,CHARADRIIFORMES,Scolopacidae,2.33,247.25,0.048489279,Migrant,0.014161996,precocial,25.1
Celeus_castaneus,PICIFORMES,Picidae,2.11,85.6,0.544151376,Resident,0.165418052,altricial,NA
Centrocercus_urophasianus,GALLIFORMES,Phasianidae,4,2208.75,-0.639101231,Resident,0,precocial,26.1
Centropus_bengalensis,CUCULIFORMES,Cuculidae,2.27,161.05,0.262804866,Resident,0.078365211,altricial,NA
Centropus_goliath,CUCULIFORMES,Cuculidae,5.54,511.5,0.506947663,Resident,NA,altricial,NA
Centropus_phasianinus,CUCULIFORMES,Cuculidae,4.12,389.5,0.363613557,Resident,0.007989782,altricial,27.6
Cepphus_columba,CHARADRIIFORMES,Alcidae,3.9,530,0.136005029,Migrant,0.014161996,precocial,67
Cepphus_grylle,CHARADRIIFORMES,Alcidae,3.61,378,0.248274976,Migrant,0.014161996,precocial,68.4
Ceratogymna_atrata,BUCEROTIFORMES,Bucerotidae,13.5,1203.5,0.917804144,Resident,NA,altricial,NA
Cercomacra_nigrescens,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.84,16.5,0.546359145,Resident,0,altricial,NA
Cercomacra_tyrannina,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.74,16.3,0.426446475,Resident,0,altricial,30
Cereopsis_novaehollandiae,ANSERIFORMES,Anatidae,8.83,3980,-0.177466962,Resident,0.11258085,precocial,36.5
Cerorhinca_monocerata,CHARADRIIFORMES,Alcidae,4.63,483,0.359660872,Migrant,0.009063678,precocial,89.25
Certhia_familiaris,PASSERIFORMES (PASSERIDA),Certhiidae,0.39,9,0.119021305,Resident,0.031729729,altricial,30.25
Certhiaxis_cinnamomeus,PASSERIFORMES (SUBOSCINES),Furnariidae,0.69,14.79,0.411004818,Resident,0,altricial,NA
Certhionyx_niger,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.37,9.9,0.012928196,Resident,0.122978767,altricial,NA
Certhionyx_pectoralis,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.425,10.1,0.140298105,Resident,0.230216916,altricial,NA
Certhionyx_variegatus,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.84,26.3,0.284912189,Resident,0.148838645,altricial,26.5
Ceryle_rudis,CORACIIFORMES,Alcedinidae,1.59,84.4,0.269114668,Resident,0.004681652,altricial,39.5
Ceuthmochares_aereus,CUCULIFORMES,Cuculidae,1.33,63.9,0.246599421,Resident,0.143210544,altricial,NA
Ceyx_lepidus,CORACIIFORMES,Alcedinidae,0.56,19.4,0.050094376,Resident,0.010195456,altricial,NA
Ceyx_pictus,CORACIIFORMES,Alcedinidae,0.43,11.4,0.084094369,Migrant,0.014161996,altricial,NA
Chaetura_pelagica,APODIFORMES,Apodidae,0.46,23.6,-0.25651676,Migrant,0,altricial,49.5
Chalcophaps_indica,COLUMBIFORMES,Columbidae,1.25,137.67,-0.245867872,Resident,0.095794559,altricial,31.5
Chalcophaps_stephani,COLUMBIFORMES,Columbidae,1.08,141,-0.405453568,Resident,0.184667863,altricial,NA
Chalcopsitta_atra,PSITTACIFORMES,Psittacidae,5.4,260,0.860822313,Resident,0,altricial,100
Chalcopsitta_cardinalis,PSITTACIFORMES,Psittacidae,5.25,183,1.029599748,Resident,0.023779529,altricial,NA
Chamaea_fasciata,PASSERIFORMES (PASSERIDA),Timaliidae,0.77,14.75,0.522222474,Resident,0.08308261,altricial,31
Charadrius_alexandrinus,CHARADRIIFORMES,Charadriidae,0.89,42.3,0.076232282,Migrant,0,precocial,55
Charadrius_australis,CHARADRIIFORMES,Charadriidae,1.15,83.5,-0.048845263,Resident,0.156120058,precocial,NA
Charadrius_bicinctus,CHARADRIIFORMES,Charadriidae,1.11,59.4,0.106732551,Resident,0.165418052,precocial,27.35
Charadrius_collaris,CHARADRIIFORMES,Charadriidae,0.77,28.3,0.156798614,Resident,NA,precocial,NA
Charadrius_falklandicus,CHARADRIIFORMES,Charadriidae,1.11,65,0.056208914,Migrant,0,precocial,NA
Charadrius_leschenaultii,CHARADRIIFORMES,Charadriidae,1.26,68.5,0.153548952,Migrant,0,precocial,39.05
Charadrius_melodus,CHARADRIIFORMES,Charadriidae,0.99,53.6,0.049941067,Migrant,0,precocial,60.5
Charadrius_modestus,CHARADRIIFORMES,Charadriidae,1.24,78,0.064715446,Migrant,0.021084016,precocial,NA
Charadrius_mongolus,CHARADRIIFORMES,Charadriidae,1.13,63.74,0.085044052,Migrant,0,precocial,39.3
Charadrius_pecuarius,CHARADRIIFORMES,Charadriidae,0.82,34,0.116807461,Resident,0,precocial,37.3
Charadrius_placidus,CHARADRIIFORMES,Charadriidae,1.08,62.7,0.049013004,Migrant,NA,precocial,NA
Charadrius_ruficapillus,CHARADRIIFORMES,Charadriidae,0.82,37.4,0.063358085,Resident,0.156120058,precocial,30.1
Charadrius_semipalmatus,CHARADRIIFORMES,Charadriidae,0.96,46.71,0.096329497,Migrant,0,precocial,37.3
Charadrius_tricollaris,CHARADRIIFORMES,Charadriidae,0.76,37,-0.006597721,Resident,0,precocial,58
Charadrius_vociferus,CHARADRIIFORMES,Charadriidae,1.12,96.55,-0.156713869,Migrant,0.057821531,precocial,40.15
Charadrius_wilsonia,CHARADRIIFORMES,Charadriidae,1.06,55.1,0.102782033,Migrant,0,precocial,45.5
Charmosyna_papou,PSITTACIFORMES,Psittacidae,3.45,83,1.053135168,Resident,0.170229812,altricial,70
Charmosyna_pulchella,PSITTACIFORMES,Psittacidae,1.39,29.13,0.731256385,Resident,0,altricial,85
Chauna_chavaria,ANSERIFORMES,Anhimidae,8.51,2603.5,0.023635024,Resident,NA,precocial,NA
Chelidoptera_tenebrosa,PICIFORMES,Bucconidae,0.85,35.9,0.122245304,Resident,0,altricial,NA
Chen_caerulescens,ANSERIFORMES,Anatidae,10.68,2641,0.242746034,Migrant,0.135863802,precocial,46.15
Chen_rossii,ANSERIFORMES,Anatidae,6.85,1636,0.067187996,Migrant,0.072051744,precocial,23.4
Chenonetta_jubata,ANSERIFORMES,Anatidae,4.08,807.5,-0.055005843,Resident,0,precocial,28.1
Cheramoeca_leucosterna,PASSERIFORMES (PASSERIDA),Hirundinidae,0.41,14.1,-0.082736858,Resident,0,altricial,NA
Chersomanes_albofasciata,PASSERIFORMES (PASSERIDA),Alaudidae,0.94,24.82,0.429870889,Resident,0.155475671,altricial,22
Chionis_albus,CHARADRIIFORMES,Chionidae,3.97,677,0.016515419,Migrant,0.051296457,precocial,72.4
Chionis_minor,CHARADRIIFORMES,Chionidae,3.4,510,0.020375567,Resident,0.014412947,precocial,84
Chiroxiphia_caudata,PASSERIFORMES (SUBOSCINES),Pipridae,0.8,25.6,0.251250333,Resident,0.071259387,altricial,NA
Chiroxiphia_linearis,PASSERIFORMES (SUBOSCINES),Pipridae,0.68,18.53,0.269980755,Resident,0.023556822,altricial,NA
Chlamydera_maculata,PASSERIFORMES (CLIMACTERIDA),Ptilonorhynchidae,3.8,140,0.856577891,Resident,0.153910555,altricial,21
Chlamydera_nuchalis,PASSERIFORMES (CLIMACTERIDA),Ptilonorhynchidae,5.01,201,0.930194592,Resident,0.175528867,altricial,41.5
Chlidonias_hybrida,CHARADRIIFORMES,Laridae,1.48,83.9,0.200754859,Migrant,0.028608359,precocial,33.75
Chloephaga_hybrida,ANSERIFORMES,Anatidae,7.61,2691.19,-0.106721047,Migrant,0.04397444,precocial,NA
Chloephaga_poliocephala,ANSERIFORMES,Anatidae,5.8,2024.5,-0.218690282,Migrant,0.11258085,precocial,NA
Chloroceryle_amazona,CORACIIFORMES,Alcedinidae,1.95,126.5,0.246270771,Resident,0.014161996,altricial,51.5
Chloroceryle_americana,CORACIIFORMES,Alcedinidae,0.92,32.05,0.264999157,Resident,0.020002776,altricial,45.5
Chlorocichla_flavicollis,PASSERIFORMES (PASSERIDA),Pycnonotidae,1.48,45.3,0.546382612,Resident,0.063341677,altricial,NA
Chlorophonia_cyanea,PASSERIFORMES (PASSERIDA),Thraupidae,0.61,14,0.318556373,Resident,0.095794559,altricial,NA
Chloropsis_palawanensis,PASSERIFORMES (PASSERIDA),Chloropseidae,1.05,30.35,0.427734576,Resident,0.169333175,altricial,NA
Chlorospingus_ophthalmicus,PASSERIFORMES (PASSERIDA),Thraupidae,0.98,23.25,0.508188471,Resident,0.117637979,altricial,27
Chlorospingus_pileatus,PASSERIFORMES (PASSERIDA),Thraupidae,1.11,19.8,0.722827715,Resident,0.071259387,altricial,NA
Chlorostilbon_ricordii,APODIFORMES,Trochilidae,0.13,3.2,-0.399688635,Resident,0.122978767,altricial,36
