Species;resident.km2;breeding.km2;non-breeding.km2;passage.km2;range.size.km2
Neomorphus pucheranii;1098485.22;;;;1098485.22
Neomorphus radiolosus;18033.86536;;;;18033.86536
Neomorphus rufipennis;594176.7691;;;;594176.7691
Neopelma aurifrons;4992.83491;;;;4992.83491
Neopelma chrysocephalum;703440.0094;;;;703440.0094
Neopelma chrysolophum;159764.0733;;;;159764.0733
Neopelma pallescens;2439632.249;;;;2439632.249
Neopelma sulphureiventer;1158699.077;;;;1158699.077
Neophedina cincta;3738424.319;1552840.064;2703052.973;;7994317.356
Neophema chrysogaster;;3130.744935;7775.881187;18802.45051;29709.07663
Neophema chrysostoma;171666.2582;;1235129.429;;1406795.688
Neophema elegans;866137.3703;;;;866137.3703
Neophema petrophila;142664.7128;;;;142664.7128
Neophema pulchella;492318.8359;;;;492318.8359
Neophema splendida;261989.9788;;;;261989.9788
Neophron percnopterus;11002921.18;6169778.725;1127296.876;2508379.314;20808376.09
Neopipo cinnamomea;3330311.77;;;;3330311.77
Neopsephotus bourkii;1717438.244;;;;1717438.244
Neopsittacus musschenbroekii;229227.7754;;;;229227.7754
Neopsittacus pullicauda;114958.4573;;;;114958.4573
Neosuthora davidiana;172465.7198;;;;172465.7198
Neothraupis fasciata;2239230.86;;;;2239230.86
Neotis denhami;7659632.428;;25861.90765;;7685494.336
Neotis heuglinii;989416.4814;;;;989416.4814
Neotis ludwigii;1006190.98;;;;1006190.98
Neotis nuba;2385853.697;;;;2385853.697
Neoxolmis rufiventris;;322178.7747;969036.948;;1291215.723
Nephelomyias lintoni;11687.81688;;;;11687.81688
Nephelomyias ochraceiventris;92819.998;;;;92819.998
Nephelomyias pulcher;92086.03239;;;;92086.03239
Nephelornis oneilli;17326.29771;;;;17326.29771
Nesasio solomonensis;13120.06362;;;;13120.06362
Nesillas brevicaudata;1021.013474;;;;1021.013474
Nesillas lantzii;69690.46008;;;;69690.46008
Nesillas mariae;216.7105845;;;;216.7105845
Nesillas typica;520535.6864;;;;520535.6864
Nesocharis ansorgei;157443.9793;;;;157443.9793
Nesocharis capistrata;976289.0281;;;;976289.0281
Nesocharis shelleyi;31263.65383;;;;31263.65383
Nesoctites micromegas;74846.33301;;;;74846.33301
Nesoenas mayeri;76.142486;;;;76.142486
Nesoenas picturatus;593698.0932;;;;593698.0932
Nesofregetta fuliginosa;29429804.32;500.8180593;;;29430305.14
Nesopsar nigerrimus;1712.210681;;;;1712.210681
Nesoptilotis flavicollis;66200.49035;;;;66200.49035
Nesoptilotis leucotis;1975888.641;;;;1975888.641
Nesospingus speculiferus;8784.278075;;;;8784.278075
Nesospiza acunhae;14.6940545;;;;14.6940545
Nesospiza questi;1.914329;;;;1.914329
Nesospiza wilkinsi;1.914329;;;;1.914329
Nesotriccus ridgwayi;25.6782925;;;;25.6782925
Nestor meridionalis;71069.009;;;;71069.009
Nestor notabilis;63319.58524;;;;63319.58524
Netta erythrophthalma;10612868.6;;;;10612868.6
Netta peposaca;5218792.667;;;;5218792.667
Netta rufina;238835.464;5888114.848;2792835.534;;8919785.847
Nettapus auritus;17750460.21;;;;17750460.21
Nettapus coromandelianus;7112816.147;2115194.071;;;9228010.218
Nettapus pulchellus;1680610.404;;28607.70258;;1709218.107
Newtonia amphichroa;241496.0063;;;;241496.0063
Newtonia archboldi;77850.14709;;;;77850.14709
Newtonia brunneicauda;550730.0261;;;;550730.0261
Newtonia fanovanae;84020.08157;;;;84020.08157
Nicator chloris;3971738.504;;;;3971738.504
Nicator gularis;922271.4139;;;;922271.4139
Nicator vireo;1466474.335;;;;1466474.335
Nigrita bicolor;3284417.051;;;;3284417.051
Nigrita canicapillus;3828121.37;;;;3828121.37
Nigrita fusconotus;2980719.195;;;;2980719.195
Nigrita luteifrons;2643174.073;;;;2643174.073
Nilaus afer;10555615.53;;;;10555615.53
Niltava davidi;1703864.259;;354653.1571;;2058517.416
Niltava grandis;1616661.707;;6086.696538;;1622748.403
Niltava macgrigoriae;1593924.305;;227933.0234;;1821857.328
Niltava oatesi;235860.9729;523049.086;480157.1079;;1239067.167
Niltava sumatrana;42585.08151;;;;42585.08151
Niltava sundara;2195210.433;304644.7739;685043.6161;;3184898.823
Niltava vivida;15967.3778;;;;15967.3778
Ninox affinis;5672.819521;;;;5672.819521
Ninox boobook;7696045.937;;;;7696045.937
Ninox burhani;434.2736995;;;;434.2736995
Ninox connivens;2759435.914;;;;2759435.914
Ninox forbesi;4217.193415;;;;4217.193415
Ninox granti;5471.676599;;;;5471.676599
Ninox hantu;8418.571916;;;;8418.571916
Ninox hypogramma;20101.89735;;;;20101.89735
Ninox ios;3687.394239;;;;3687.394239
Ninox jacquinoti;17198.30157;;;;17198.30157
Ninox japonica;39268.90899;4105415.869;789401.2786;244638.5632;5178724.62
Ninox leucopsis;68146.66208;;;;68146.66208
Ninox leventisi;242.910464;;;;242.910464
Ninox malaitae;4340.06627;;;;4340.06627
Ninox meeki;1825.64526;;;;1825.64526
Ninox mindorensis;9877.659521;;;;9877.659521
Ninox natalis;135.59855;;;;135.59855
Ninox novaeseelandiae;269655.064;;;;269655.064
Ninox obscura;5218.362372;;;;5218.362372
Ninox ochracea;94271.93259;;;;94271.93259
Ninox odiosa;20458.95253;;;;20458.95253
Ninox philippensis;161035.9579;;;;161035.9579
Ninox punctulata;152124.7542;;;;152124.7542
Ninox randi;227115.9835;;;;227115.9835
Ninox reyi;1742.020822;;;;1742.020822
Ninox roseoaxillaris;3353.244645;;;;3353.244645
Ninox rudolfi;10676.75785;;;;10676.75785
Ninox rufa;823628.9291;;;;823628.9291
Ninox rumseyi;4443.858241;;;;4443.858241
Ninox scutulata;5210439.526;;;;5210439.526
Ninox spilocephala;96747.48734;;;;96747.48734
Ninox spilonotus;1151.125759;;;;1151.125759
Ninox squamipila;18261.59888;;;;18261.59888
Ninox strenua;574226.1041;;;;574226.1041
Ninox sumbaensis;2934.513205;;;;2934.513205
Ninox theomacha;596323.9771;;;;596323.9771
Ninox variegata;7729.833759;;;;7729.833759
Nipponia nippon;2769.527209;;;;2769.527209
Nisaetus alboniger;800689.3376;;;;800689.3376
Nisaetus bartelsi;14320.79448;;;;14320.79448
Nisaetus cirrhatus;4408442.322;;;;4408442.322
Nisaetus floris;35089.78743;;;;35089.78743
Nisaetus lanceolatus;183253.8066;;;;183253.8066
Nisaetus nanus;1095258.253;;;;1095258.253
Nisaetus nipalensis;2148582.934;;;;2148582.934
Nisaetus philippensis;115114.1997;;;;115114.1997
Nisaetus pinskeri;132350.9904;;;;132350.9904
Nomonyx dominicus;8398244.04;;;;8398244.04
Nonnula amaurocephala;25158.03041;;;;25158.03041
Nonnula brunnea;251040.0634;;;;251040.0634
Nonnula frontalis;174648.5009;;;;174648.5009
Nonnula rubecula;5438472.037;;;;5438472.037
Nonnula ruficapilla;2841112.724;;;;2841112.724
Nonnula sclateri;642727.0199;;;;642727.0199
Northiella haematogaster;1732748.175;;;;1732748.175
Notharchus hyperrhynchus;5242060.277;;;;5242060.277
Notharchus macrorhynchos;871777.731;;;;871777.731
Notharchus ordii;523507.3315;;;;523507.3315
Notharchus pectoralis;197670.8251;;;;197670.8251
Notharchus subtectus;269511.4874;;;;269511.4874
Notharchus swainsoni;927722.8204;;;;927722.8204
Notharchus tectus;5066508.129;;;;5066508.129
Nothocercus bonapartei;137953.1316;;;;137953.1316
Nothocercus julius;138759.5368;;;;138759.5368
Nothocercus nigrocapillus;205897.7834;;;;205897.7834
Nothocrax urumutum;2023187.1;;;;2023187.1
Nothoprocta cinerascens;1208915.646;;;;1208915.646
Nothoprocta curvirostris;52601.51306;;;;52601.51306
Nothoprocta ornata;765467.4868;;;;765467.4868
Nothoprocta pentlandii;612307.127;;;;612307.127
Nothoprocta perdicaria;118411.8827;;;;118411.8827
Nothoprocta taczanowskii;17902.62734;;;;17902.62734
Nothura boraquira;1348508.168;;;;1348508.168
Nothura chacoensis;111782.6893;;;;111782.6893
Nothura darwinii;1098660.153;;;;1098660.153
Nothura maculosa;4023699.575;;;;4023699.575
Nothura minor;1108383.707;;;;1108383.707
Notiomystis cincta;51.526607;;;;51.526607
Notopholia corusca;496121.1323;;;;496121.1323
Nucifraga caryocatactes;15476027.26;;;;15476027.26
Nucifraga columbiana;2286913.61;;;;2286913.61
Nucifraga hemispila;2100355.711;;;;2100355.711
Nucifraga multipunctata;300634.2855;;;;300634.2855
Numenius americanus;;2114739.859;1821743.799;;3936483.658
Numenius arquata;116291.3593;12357674.53;11317797.26;18979353.94;42771117.09
Numenius madagascariensis;;4949919.804;1782395.118;330286.2601;7062601.182
Numenius minutus;;968559.4183;373386.047;131332.2395;1473277.705
Numenius phaeopus;;4799497.487;10481434.9;1706471.306;16987403.69
Numenius tahitiensis;;44945.12734;55818.24566;;100763.373
Numenius tenuirostris;;8285.473575;879039.2965;;887324.77
Numida meleagris;12743966.54;;;;12743966.54
Nyctanassa violacea;2448129.476;1747301.923;99382.78555;940139.8049;5234953.99
Nyctibius aethereus;4975124.752;;;;4975124.752
Nyctibius bracteatus;4457876.076;;;;4457876.076
Nyctibius grandis;8478037.386;;;;8478037.386
Nyctibius griseus;13806588.34;;;;13806588.34
Nyctibius jamaicensis;782035.0888;;;;782035.0888
Nyctibius leucopterus;2908837.176;;;;2908837.176
Nyctibius maculosus;117152.9638;;;;117152.9638
Nycticorax caledonicus;7724732.273;;;;7724732.273
Nycticorax nycticorax;38275352.18;12064138.06;2403260.408;1251.429164;52744002.08
Nycticryphes semicollaris;2534524.546;;;;2534524.546
Nyctidromus albicollis;13748811.46;;;;13748811.46
Nyctidromus anthonyi;57270.19;;;;57270.19
Nyctiphrynus mcleodii;187857.7574;;;;187857.7574
Nyctiphrynus ocellatus;3398923.437;;;;3398923.437
Nyctiphrynus rosenbergi;57981.14931;;;;57981.14931
Nyctiphrynus yucatanicus;145793.9033;;;;145793.9033
Nyctipolus hirundinaceus;677252.7192;;;;677252.7192
Nyctipolus nigrescens;4123460.937;;;;4123460.937
Nyctiprogne leucopyga;5243450.693;;;;5243450.693
Nyctiprogne vielliardi;22798.94586;;;;22798.94586
Nyctyornis amictus;1492326.592;;;;1492326.592
Nyctyornis athertoni;2622649.792;;;;2622649.792
Nymphicus hollandicus;6462242.866;;;;6462242.866
Nystactes noanamae;29464.84638;;;;29464.84638
Nystactes tamatia;4348820.216;;;;4348820.216
Nystalus chacuru;4329322.286;;;;4329322.286
Nystalus maculatus;3642309.185;;;;3642309.185
Nystalus radiatus;236157.5026;;;;236157.5026
Nystalus striolatus;2468025.737;;;;2468025.737
Oceanites gracilis;1759881.716;0.34571;;;1759882.061
Oceanites oceanicus;;28208.2305;263819188.3;344.8953515;263847741.5
Oceanites pincoyae;3135.132511;;;;3135.132511
Ochetorhynchus andaecola;398217.9587;;;;398217.9587
Ochetorhynchus melanurus;39536.25879;;;;39536.25879
Ochetorhynchus phoenicurus;525276.6011;;;;525276.6011
Ochetorhynchus ruficaudus;1066191.896;;;;1066191.896
Ochthoeca cinnamomeiventris;174429.5671;;;;174429.5671
Ochthoeca fumicolor;246068.2716;;;;246068.2716
Ochthoeca leucophrys;781514.2145;;;;781514.2145
Ochthoeca nigrita;8179.48095;;;;8179.48095
Ochthoeca oenanthoides;624225.2745;;;;624225.2745
Ochthoeca piurae;20244.353;;;;20244.353
Ochthoeca rufipectoralis;333119.8048;;;;333119.8048
Ochthoeca salvini;30292.82501;;;;30292.82501
Ochthoeca superciliosa;11834.31921;;;;11834.31921
Ochthoeca thoracica;124738.073;;;;124738.073
Ochthornis littoralis;4561669.998;;;;4561669.998
Ocreatus underwoodii;385194.9502;;;;385194.9502
Ocyceros birostris;2062842.548;;;;2062842.548
Ocyceros gingalensis;64989.54603;;;;64989.54603
Ocyceros griseus;230622.958;;;;230622.958
Ocyphaps lophotes;7383814.939;;;;7383814.939
Odontophorus atrifrons;2136.77919;;;;2136.77919
Odontophorus balliviani;90539.51648;;;;90539.51648
Odontophorus capueira;1725014.011;;;;1725014.011
Odontophorus columbianus;9355.606897;;;;9355.606897
Odontophorus dialeucos;226.850364;;;;226.850364
Odontophorus erythrops;163629.0427;;;;163629.0427
Odontophorus gujanensis;7535254.983;;;;7535254.983
Odontophorus guttatus;338922.3948;;;;338922.3948
Odontophorus hyperythrus;60525.51936;;;;60525.51936
Odontophorus leucolaemus;9432.364007;;;;9432.364007
Odontophorus melanonotus;5399.934727;;;;5399.934727
Odontophorus melanotis;128071.7368;;;;128071.7368
Odontophorus speciosus;425723.3674;;;;425723.3674
Odontophorus stellatus;1723798.769;;;;1723798.769
Odontophorus strophium;3799.285597;;;;3799.285597
Odontorchilus branickii;131618.4836;;;;131618.4836
Odontorchilus cinereus;1047527.335;;;;1047527.335
Odontospiza griseicapilla;430903.5267;;;;430903.5267
Oedistoma iliolophus;557459.1864;;;;557459.1864
Oedistoma pygmaeum;597479.9379;;;;597479.9379
Oena capensis;9881061.755;;8017293.301;;17898355.06
Oenanthe albifrons;3294530.312;;;;3294530.312
Oenanthe albonigra;1313629.629;;;;1313629.629
Oenanthe bottae;116693.2382;;;;116693.2382
Oenanthe chrysopygia;;669555.3554;2951540.097;;3621095.453
Oenanthe cypriaca;;9344.457244;940504.5828;;949849.04
Oenanthe deserti;640516.1621;7098022.245;10644564.63;;18383103.03
Oenanthe dubia;69765.60304;;;;69765.60304
Oenanthe familiaris;7293786.914;;;;7293786.914
Oenanthe finschii;979578.8743;787521.9026;1526260.159;;3293360.935
Oenanthe frenata;291053.744;;;;291053.744
Oenanthe fusca;934030.161;;;;934030.161
Oenanthe heuglinii;4533050.669;;;;4533050.669
Oenanthe hispanica;;3530555.12;3725738.077;;7256293.197
Oenanthe isabellina;;11710906.72;11976688.46;;23687595.18
Oenanthe leucopyga;5398260.054;;;;5398260.054
Oenanthe leucura;1311320.214;;;;1311320.214
Oenanthe lugens;1481881.306;508288.5523;539072.3436;;2529242.202
Oenanthe melanura;2174668.864;;;;2174668.864
Oenanthe moesta;923598.2247;;63876.81707;;987475.0418
Oenanthe monacha;916117.0131;;;;916117.0131
Oenanthe oenanthe;;29204257.83;9979822.89;;39184080.72
Oenanthe phillipsi;557814.5607;;;;557814.5607
Oenanthe picata;;2120269.359;1180918.163;;3301187.522
Oenanthe pileata;5997451.137;;;;5997451.137
Oenanthe pleschanka;;8846362.842;3378208.469;;12224571.31
Oenanthe scotocerca;554848.5925;;;;554848.5925
Oenanthe seebohmi;;83886.29323;1182958.43;;1266844.723
Oenanthe xanthoprymna;;102537.5331;1863002.278;;1965539.811
Ognorhynchus icterotis;499.7987435;;;;499.7987435
Oncostoma cinereigulare;588378.0345;;;;588378.0345
Oncostoma olivaceum;226379.0375;;;;226379.0375
Oneillornis lunulatus;296877.3323;;;;296877.3323
Oneillornis salvini;1354993.538;;;;1354993.538
Onychognathus albirostris;162800.6159;;;;162800.6159
Onychognathus blythii;282496.9998;;;;282496.9998
Onychognathus frater;3615.028431;;;;3615.028431
Onychognathus fulgidus;2367929.593;;;;2367929.593
Onychognathus morio;3660468.352;;;;3660468.352
Onychognathus nabouroup;984027.8133;;;;984027.8133
Onychognathus neumanni;467396.0491;;;;467396.0491
Onychognathus salvadorii;646637.0525;;;;646637.0525
Onychognathus tenuirostris;405639.9481;;;;405639.9481
Onychognathus tristramii;543230.3916;;;;543230.3916
Onychognathus walleri;308169.023;;;;308169.023
Onychoprion aleuticus;;1225199.242;222547.3629;;1447746.605
Onychoprion anaethetus;;5128368.328;38479690.7;;43608059.02
Onychoprion fuscatus;22.4138075;178748.345;173203528.5;2885.328269;173385184.6
Onychoprion lunatus;37023.92632;;36416942.63;;36453966.56
Onychorhynchus coronatus;5972047.211;;;;5972047.211
Onychorhynchus mexicanus;888015.0313;;;;888015.0313
Onychorhynchus occidentalis;7184.648897;;;;7184.648897
Onychorhynchus swainsoni;38034.44001;;;;38034.44001
Onychostruthus taczanowskii;1490010.184;;;;1490010.184
Ophrysia superciliosa;1518.274892;;;;1518.274892
Opisthocomus hoazin;7559322.379;;;;7559322.379
Opisthoprora euryptera;27094.34075;;;;27094.34075
Oporornis agilis;;1182684.461;4008152.532;1377977.278;6568814.271
Orchesticus abeillei;145378.9519;;;;145378.9519
Oreocharis arfaki;62316.89001;;;;62316.89001
Oreocossypha isabellae;51432.27645;;;;51432.27645
Oreoica gutturalis;4958536.899;;;;4958536.899
Oreolais pulcher;100360.8856;;;;100360.8856
Oreolais ruwenzorii;69205.2985;;;;69205.2985
Oreomystis bairdi;76.694569;;;;76.694569
Oreonympha albolimbata;25564.85029;;;;25564.85029
Oreonympha nobilis;36026.39486;;;;36026.39486
Oreophasis derbianus;7705.978913;;;;7705.978913
Oreophilais robertsi;9650.142521;;;;9650.142521
Oreopholus ruficollis;1316575.58;136053.9724;1229877.951;54.376516;2682561.88
Oreopsar bolivianus;77380.38892;;;;77380.38892
Oreopsittacus arfaki;108006.7345;;;;108006.7345
Oreornis chrysogenys;22203.93418;;;;22203.93418
Oreortyx pictus;346382.8391;;;;346382.8391
Oreoscoptes montanus;;1991757.349;1735148.905;262558.1588;3989464.413
Oreoscopus gutturalis;102311.8828;;;;102311.8828
Oreostruthus fuliginosus;50629.1878;;;;50629.1878
Oreothlypis gutturalis;3872.23559;;;;3872.23559
Oreothlypis superciliosa;402632.1481;;;;402632.1481
Oreothraupis arremonops;13234.51299;;;;13234.51299
Oreotrochilus adela;50663.96812;;;;50663.96812
Oreotrochilus chimborazo;36808.00357;;;;36808.00357
Oreotrochilus estella;595567.686;;;;595567.686
Oreotrochilus leucopleurus;403869.2114;;;;403869.2114
Oreotrochilus melanogaster;55195.03876;;;;55195.03876
Oreotrochilus stolzmanni;61360.7267;;;;61360.7267
Origma solitaria;56961.41054;;;;56961.41054
Oriolia bernieri;18128.23967;;;;18128.23967
Oriolus albiloris;22157.57121;;;;22157.57121
Oriolus auratus;4622460.706;;5453379.76;;10075840.47
Oriolus bouroensis;4690.576461;;;;4690.576461
Oriolus brachyrynchus;2640418.638;;;;2640418.638
Oriolus chinensis;1491948.397;4418424.223;2256528.34;;8166900.961
Oriolus chlorocephalus;61161.20333;;;;61161.20333
Oriolus consanguineus;288052.4976;;;;288052.4976
Oriolus crassirostris;480.011305;;;;480.011305
Oriolus cruentus;25438.48267;;;;25438.48267
Oriolus decipiens;2783.566707;;;;2783.566707
Oriolus finschi;2787.067295;;;;2787.067295
Oriolus flavocinctus;539886.2087;;;;539886.2087
Oriolus forsteni;15010.51488;;;;15010.51488
Oriolus hosii;20311.74429;;;;20311.74429
Oriolus isabellae;2286.709916;;;;2286.709916
Oriolus kundoo;905480.1545;1595390.615;1251544.477;;3752415.247
Oriolus larvatus;6080968.452;;;;6080968.452
Oriolus melanotis;30040.17499;;;;30040.17499
Oriolus mellianus;;27450.2907;11486.70371;;38936.99441
Oriolus monacha;337160.6284;;;;337160.6284
Oriolus nigripennis;2050506.535;;;;2050506.535
Oriolus oriolus;;11155083.64;8377110.915;14319715.84;33851910.39
Oriolus percivali;164077.8391;;;;164077.8391
Oriolus phaeochromus;18127.28751;;;;18127.28751
Oriolus sagittatus;3411941.154;;;;3411941.154
Oriolus steerii;139954.194;;;;139954.194
Oriolus szalayi;679974.1265;;;;679974.1265
Oriolus tenuirostris;700019.2025;162759.6735;264376.8097;;1127155.686
Oriolus traillii;1647517.018;305790.042;29583.24669;;1982890.307
Oriolus xanthonotus;1162065.392;;;;1162065.392
Oriolus xanthornus;4312887.097;;41997.75398;;4354884.851
Oriturus superciliosus;294772.3189;;;;294772.3189
Ornithion brunneicapillus;282998.7834;;;;282998.7834
Ornithion inerme;6700946.75;;;;6700946.75
Ornithion semiflavum;257188.8613;;;;257188.8613
Ornorectes cristatus;152787.7361;;;;152787.7361
Orochelidon andecola;486579.6476;;;;486579.6476
Orochelidon flavipes;127953.9986;;;;127953.9986
Orochelidon murina;425821.9524;;;;425821.9524
Ortalis araucuan;349752.8782;;;;349752.8782
Ortalis canicollis;1171707.674;;;;1171707.674
Ortalis cinereiceps;236486.5236;;;;236486.5236
Ortalis columbiana;117252.1111;;;;117252.1111
Ortalis erythroptera;19188.14495;;;;19188.14495
Ortalis garrula;109688.0774;;;;109688.0774
Ortalis guttata;3297895.851;;;;3297895.851
Ortalis leucogastra;57353.32499;;;;57353.32499
Ortalis motmot;2134744.398;;;;2134744.398
Ortalis poliocephala;200139.1715;;;;200139.1715
Ortalis ruficauda;474119.6249;;;;474119.6249
Ortalis squamata;291188.2459;;;;291188.2459
Ortalis superciliaris;386712.9884;;;;386712.9884
Ortalis vetula;603515.7066;;;;603515.7066
Ortalis wagleri;113927.7817;;;;113927.7817
Orthogonys chloricterus;121601.818;;;;121601.818
Orthonyx novaeguineae;65334.5528;;;;65334.5528
Orthonyx spaldingii;27961.75906;;;;27961.75906
Orthonyx temminckii;166667.4405;;;;166667.4405
Orthopsittaca manilatus;7147368.28;;;;7147368.28
Orthorhyncus cristatus;7644.460382;;;;7644.460382
Orthotomus atrogularis;2752964.267;;;;2752964.267
Orthotomus castaneiceps;33096.25345;;;;33096.25345
Orthotomus chaktomuk;4903.324389;;;;4903.324389
Orthotomus chloronotus;89655.95194;;;;89655.95194
Orthotomus cinereiceps;20634.00131;;;;20634.00131
