Binomial,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche,
Arborophila_javanica,1.487730106,0.795713428,0.731699897,0.604254321,0.032038259,0.173333898,-0.06561278,0.054429505,0.096294915,0.097721336,-0.217588215,-0.096798799,-0.224362537,Indo_Malay,Herbivore,Omnivore,NA,
Arborophila_mandellii,1.263701968,1.042689894,0.787804101,0.527976219,-0.086516091,0.095065787,-0.117045793,0.128576399,0.135806371,-0.252933944,-0.189537102,-0.155834902,-0.295178685,Indo_Malay,Herbivore,Omnivore,NA,
Arborophila_orientalis,1.668430232,0.967560824,0.645389214,0.614052148,-0.05616034,0.107271727,-0.074750284,0.09005306,0.0737545,0.041004499,-0.328093173,-0.105560399,-0.223354028,Indo_Malay,Herbivore,Omnivore,NA,
Arborophila_rolli,1.646059624,0.941647202,0.750908366,0.677881065,-0.025890985,0.157599284,-0.13784701,0.103627719,0.126587524,0.058671112,-0.298377392,-0.173046177,-0.265449249,Indo_Malay,Herbivore,Omnivore,NA,
Arborophila_rubrirostris,1.199834784,0.878353783,0.723445081,0.627178244,0.023080578,0.189390592,-0.075741509,0.035351795,0.132364787,-0.100443946,-0.261707348,-0.107887861,-0.261076071,Indo_Malay,Herbivore,Omnivore,NA,
Arborophila_rufipectus,1.692693859,1.319868919,0.643283585,0.32750929,-0.161135523,-0.124037353,-0.107390599,0.148475686,0.091471221,-0.308860204,-0.22561372,-0.157484282,-0.313296098,Palearctic,Herbivore,Omnivore,NA,
Arborophila_rufogularis,1.443997512,1.150706445,0.834534749,0.539852302,-0.237144336,0.041560439,-0.089599845,0.144201041,0.131113123,-0.281060041,-0.200497977,-0.124185596,-0.314944563,Indo_Malay,Herbivore,Omnivore,NA,
Arborophila_sumatrana,1.641576575,1.045642666,0.687163368,0.63061654,-0.016050675,0.150944338,-0.072054643,0.133415842,0.147699277,-0.027295137,-0.333058416,-0.113125158,-0.301588592,Indo_Malay,Herbivore,Omnivore,NA,
Arborophila_torqueola,1.469857445,1.253994464,0.746393845,0.504320197,-0.174293311,0.013149792,0.00578705,0.099203023,0.115018218,-0.338602314,-0.266842078,-0.034133167,-0.32249415,Indo_Malay,Herbivore,Omnivore,NA,
Archboldia_papuensis,1.828892763,0.280568428,-0.27742023,-0.242748985,0.16392289,-0.182545464,0.088856744,0.003270099,0.171972824,0.687010692,-0.125644621,0.042372242,-0.252860439,Australian,Omnivore,Omnivore,NA,
Archilochus_alexandri,-3.87369475,-1.230928638,1.067620562,-0.519317453,-0.878595626,-0.095421013,-0.18651571,-0.078882495,-0.030127477,-1.237488039,1.469373908,-0.101965654,0.171430777,Nearctic,Herbivore,Nectarivore,Nectarivore aerial,
Archilochus_colubris,-3.972586174,-1.320860307,0.792622599,-0.374581098,-1.136058428,-0.118809471,-0.098110762,-0.035694229,0.046465316,-1.176194383,1.225311992,0.002699394,0.130911361,Nearctic,Omnivore,Nectarivore,Nectarivore aerial,
Ardea_cinerea,5.338669764,-0.837262709,0.365796784,-0.398025306,0.719938574,0.356965488,0.098498092,-0.145653843,0.071850512,3.263734342,0.642196192,0.066711889,-0.081303306,Palearctic,Carnivore,Aquatic predator,Aquatic ground,
Ardea_cocoi,5.703404802,-0.893989327,0.443822789,-0.484615246,0.950945199,0.339984218,0.019712661,-0.208406421,-0.021947043,3.485376645,0.757203538,-0.021442179,0.000263118,Neotropic,Carnivore,Aquatic predator,Aquatic ground,
Ardea_goliath,6.823580441,-0.860053876,0.596725196,-0.518084828,0.906360292,0.203011061,0.034821581,-0.183529149,-0.053784411,3.961542465,0.852737651,-0.017530295,-0.020326335,Afrotropic,Carnivore,Aquatic predator,Aquatic ground,
Ardea_herodias,5.756638615,-0.60464735,0.773213338,-0.458490076,0.702185916,0.271098074,0.005952082,-0.146922085,-0.026825785,3.194548258,0.870288057,-0.034101283,-0.054446791,Nearctic,Carnivore,Aquatic predator,Aquatic ground,
Ardea_humbloti,5.528375879,-0.883246282,0.534705803,-0.48351382,0.876871627,0.305931868,0.033099209,-0.236145338,-0.051955214,3.367309012,0.812256711,-0.002571793,0.019494369,Madagascar,Carnivore,Aquatic predator,Aquatic ground,
Ardea_insignis,5.721520575,-0.944648407,0.385796641,-0.645202595,0.896259409,0.43705851,0.002651211,-0.200870346,-0.02160648,3.504228887,0.847955194,-0.024366154,0.021263671,Indo_Malay,Carnivore,Aquatic predator,Aquatic ground,
Ardea_melanocephala,4.793142142,-0.666394772,0.427564959,-0.357779342,0.751206383,0.330235448,-0.029582708,-0.197239817,-0.061174743,2.851469302,0.609487523,-0.05436368,0.039377405,Afrotropic,Carnivore,Omnivore,NA,
Ardea_pacifica,4.421921885,-0.437129526,0.478149846,-0.604226608,0.687922604,0.273209099,0.038785151,-0.231887924,-0.137637139,2.412960691,0.752468109,0.017949895,0.067767998,Australian,Carnivore,Omnivore,NA,
Ardea_picata,2.736895952,-0.705557735,0.629878266,-0.343806789,0.627956623,0.347574098,-0.023554388,-0.17086619,-0.08654431,1.841099236,0.780939981,-0.035030514,0.092647204,Australian,Carnivore,Aquatic predator,Aquatic ground,
Ardea_purpurea,4.668134557,-0.903091276,0.825820647,-0.355139733,0.663144148,0.358219575,0.019629236,-0.095139443,-0.068079964,2.912920857,0.946192375,-0.002930266,0.051022962,Afrotropic,Carnivore,Aquatic predator,Aquatic ground,
Ardea_sumatrana,5.717581779,-0.944029459,0.680291683,-0.529564146,0.742069267,0.324100452,0.045163129,-0.058972796,0.092432468,3.466858915,0.968856694,-0.000184279,-0.118884786,Australian,Carnivore,Aquatic predator,Aquatic ground,
Ardeola_bacchus,2.787613668,-0.766968661,0.703356906,-0.178447494,0.357756302,0.376126509,0.01014994,0.060046589,0.045452442,1.90208585,0.75321944,0.000331148,-0.015349442,Palearctic,Carnivore,Aquatic predator,Aquatic ground,
Ardeola_grayii,2.659257084,-0.783623385,0.61750075,-0.236155893,0.469890094,0.391295706,0.011840279,-0.001046455,0.038503704,1.872393948,0.738886682,-0.00035016,-0.002716656,Indo_Malay,Carnivore,Aquatic predator,Aquatic ground,
Ardeola_idae,2.769190013,-0.759978955,0.48982266,-0.28501153,0.447330864,0.339594743,-0.03519184,-0.052538595,0.006034668,1.910034381,0.677687281,-0.042240732,0.029561239,Madagascar,Carnivore,Aquatic predator,Aquatic ground,
Ardeola_ralloides,2.737792681,-0.731881992,0.691548806,-0.227194868,0.425450629,0.353739989,-0.006607256,-0.020526504,0.026231904,1.852926958,0.761217783,-0.018474989,-0.006189526,Afrotropic,Carnivore,Aquatic predator,Aquatic ground,
Ardeola_rufiventris,2.659677853,-0.743922885,0.582618848,-0.117639583,0.395113994,0.395198667,-0.029502844,0.031774619,0.033067955,1.855041334,0.625722747,-0.036227378,0.011296728,Afrotropic,Carnivore,Aquatic predator,Aquatic ground,
Ardeola_speciosa,2.590334221,-0.765952654,0.763100719,-0.084466189,0.456196458,0.377396327,0.029522931,0.021090958,0.006680984,1.827864365,0.725037421,0.015693864,0.018068662,Indo_Malay,Carnivore,Aquatic predator,Aquatic ground,
Ardeotis_arabs,6.112950826,0.600101385,0.597580153,-0.529362952,0.180835649,-0.111693318,0.364091988,-0.199583315,-0.108535036,2.308149973,0.44740184,0.321822304,-0.187397701,Afrotropic,Omnivore,Omnivore,NA,
Ardeotis_australis,6.002188717,0.553670253,0.146060311,-0.439979038,0.367179575,0.028013605,0.294473406,-0.266492962,-0.018567202,2.411364643,0.10071784,0.253265433,-0.213252102,Australian,Omnivore,Omnivore,NA,
Ardeotis_kori,6.854732982,0.43586372,0.343018057,-0.625199066,0.370075789,-0.026249235,0.307145372,-0.179794787,-0.06805001,2.848489495,0.387763925,0.258934987,-0.189963594,Afrotropic,Omnivore,Omnivore,NA,
Ardeotis_nigriceps,6.399958115,0.714442053,0.527260064,-0.362573124,0.248729603,0.030815019,0.282496354,-0.169389904,-0.022883731,2.412767565,0.246315942,0.236406185,-0.254179713,Indo_Malay,Omnivore,Omnivore,NA,
Arenaria_interpres,0.744618527,0.297986115,0.724065257,-0.088799735,-0.370660181,0.016217198,-0.182218596,-0.136439411,-0.064490473,-0.052791821,0.406815661,-0.157124673,-0.018603944,Nearctic,Carnivore,Aquatic predator,Aquatic ground,
Arenaria_melanocephala,0.654735907,0.333337931,0.733885334,-0.117827442,-0.322771301,0.055370242,-0.151159586,-0.081912024,-0.062849155,-0.128176584,0.430980809,-0.130459077,-0.022106674,Nearctic,Carnivore,Aquatic predator,Aquatic ground,
Argusianus_argus,4.663985073,1.405810824,-0.535223065,-1.113315969,-0.051680037,-0.550201987,0.016413361,0.169485502,-0.019471446,0.940990604,-0.035396008,-0.051949535,-0.282247386,Indo_Malay,Herbivore,Frugivore,Fugivore ground,
Arremon_abeillei,-0.644376703,-0.159637783,-0.279776836,0.366455286,0.312232092,-0.014158337,-0.124267127,-0.006934036,-0.009943361,-0.027652044,-0.378438482,-0.139647404,0.073372893,Neotropic,Herbivore,Omnivore,NA,
Arremon_aurantiirostris,-0.353162891,-0.082036447,-0.31786956,0.427234096,0.276311428,-0.169584639,-0.029144692,-0.029987308,-0.039855524,0.059673363,-0.473780337,-0.052708199,0.064300959,Neotropic,Herbivore,Omnivore,NA,
Arremon_brunneinucha,-0.015607201,-0.040111363,-0.193255799,0.072818128,0.290225112,-0.24045538,0.012678331,-0.001683669,0.095599634,0.11703268,-0.164443883,-0.03365198,-0.110352916,Neotropic,Omnivore,Invertivore,Invertivore ground,
Arremon_castaneiceps,-0.212537728,-0.136634306,-0.17096759,0.363011206,0.34609587,-0.065794977,0.042205843,-0.019554601,0.104254232,0.164779575,-0.324798667,0.005892359,-0.08017274,Neotropic,Omnivore,Omnivore,NA,
Arremon_crassirostris,-0.542233648,0.087220419,-0.066860476,0.624615203,0.154875362,-0.269960847,-0.095697842,-0.011364837,-0.079974527,-0.189209207,-0.495420137,-0.121684646,0.069797098,Neotropic,Carnivore,Invertivore,Invertivore ground,
Arremon_flavirostris,-0.702356892,-0.003390267,-0.323612319,0.342406803,0.323128032,-0.088091232,-0.05149153,-0.006026912,-0.052312222,-0.185741977,-0.432375637,-0.072795177,0.082605692,Neotropic,Herbivore,Omnivore,NA,
Arremon_franciscanus,-0.768239297,-0.092401057,-0.307399656,0.254248357,0.190750622,-0.101220137,-0.140141526,0.031157286,0.013017753,-0.178024613,-0.330619073,-0.156196477,0.038655503,Neotropic,Herbivore,Omnivore,NA,
Arremon_schlegeli,-0.605033968,-0.114964969,-0.248880158,0.33582821,0.304805767,-0.083974944,-0.185560349,0.008219956,0.014039,-0.055009028,-0.350248585,-0.209200413,0.038514776,Neotropic,Herbivore,Omnivore,NA,
Arremon_semitorquatus,-0.632448015,0.046909525,-0.36750745,0.340114241,0.308180629,-0.164718658,-0.07055242,-0.009023555,-0.027565512,-0.18712477,-0.475697018,-0.098629211,0.046964094,Neotropic,Herbivore,Omnivore,NA,
Arremon_taciturnus,-0.777083928,-0.025117978,-0.305025488,0.348450671,0.283917512,-0.039823202,-0.0724157,-0.013433877,-0.071932944,-0.212655807,-0.417612274,-0.084341384,0.113229846,Neotropic,Herbivore,Omnivore,NA,
Arremon_torquatus,-0.091811349,0.028061982,-0.245313329,0.162514801,0.331717399,-0.229009794,0.011090558,-0.036655379,0.024955513,0.049099856,-0.281462258,-0.0305524,-0.042645469,Neotropic,Omnivore,Omnivore,NA,
Arremon_virenticeps,-0.158180259,0.102944157,-0.303950051,0.028463813,0.231106488,-0.24209802,-0.116061972,0.005070298,-0.060116165,-0.088414711,-0.23888531,-0.143773386,0.047630773,Neotropic,Omnivore,Omnivore,NA,
Arremonops_chloronotus,-0.709589602,-0.075310173,-0.216297803,0.466038663,0.290717356,-0.11555956,-0.10434122,0.009062517,-0.023177153,-0.123061313,-0.428654878,-0.128524234,0.061375177,Neotropic,Herbivore,Omnivore,NA,
Arremonops_conirostris,-0.255773981,-0.133956769,-0.286330314,0.349257654,0.301208757,-0.138930564,-0.05706929,0.006176067,-0.045488054,0.130949285,-0.381334662,-0.080735351,0.077084178,Neotropic,Omnivore,Omnivore,NA,
Arremonops_rufivirgatus,-0.936007482,-0.017413798,-0.25448353,0.300640075,0.323695905,-0.136440654,-0.095483846,-0.017669949,-0.021901646,-0.301286468,-0.353175734,-0.122584944,0.049721661,Neotropic,Omnivore,Omnivore,NA,
Arremonops_tocuyensis,-0.881328433,0.098306257,0.060780105,0.361458245,0.152531683,-0.111085492,-0.209412567,0.098681043,-0.058831723,-0.435366162,-0.215958128,-0.229584578,0.07094614,Neotropic,Omnivore,Omnivore,NA,
Arses_insularis,-1.256398483,0.142560461,-0.212504781,-0.163487296,-0.098095836,0.034709795,0.191833472,0.131884582,0.04310794,-0.744623872,-0.024416231,0.194729854,-0.034846984,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Arses_kaupi,-1.607934992,0.293418885,-0.407024447,-0.281756254,0.04479778,0.027081219,0.17077709,0.011623854,0.067876611,-1.00626651,-0.119138721,0.166675002,-0.066800535,Australian,Carnivore,Invertivore,Invertivore bark,
Arses_telescophthalmus,-1.43457108,0.106469924,-0.34929175,-0.155599091,-0.007862195,0.039793033,0.204361119,0.051100264,0.100155434,-0.758000014,-0.114646047,0.202509444,-0.078126608,Australian,Carnivore,Invertivore,Generalist,
Artamella_viridis,0.227410423,-0.157476383,-0.099316411,-0.030915725,0.147208602,0.202904427,-0.209445729,0.097054952,0.097176052,0.273048546,0.006733412,-0.21140401,-0.027079204,Madagascar,Carnivore,Invertivore,Generalist,
Artamus_cinereus,-0.130845461,-0.207300424,-0.287639745,-0.040654521,0.006411548,0.178484431,-0.10788722,-0.079159874,0.067806475,0.150501268,-0.104125677,-0.085968879,0.012279209,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_cyanopterus,-0.421936775,0.035488788,-0.26206669,0.018114149,-0.221134994,0.132515712,-0.175042229,-0.119896364,0.033025819,-0.215828416,-0.199264489,-0.137252514,0.026220249,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_fuscus,-0.124587132,-0.313657507,-0.18868543,0.275899521,-0.266651793,0.327895962,-0.028450354,-0.116573353,0.073856045,0.25358509,-0.235949258,0.027133881,0.03754139,Indo_Malay,Carnivore,Invertivore,Invertivore aerial,
Artamus_insignis,0.392860854,-0.551368804,-0.194317278,0.158696688,-0.174735038,0.257247971,0.003789316,-0.085369438,0.186828754,0.700515368,-0.095626904,0.038900645,-0.068287307,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_leucorynchus,0.058482496,-0.378739927,-0.355939769,0.35515155,-0.192017349,0.377138614,0.037775195,-0.054514226,-0.014011348,0.43233906,-0.371855662,0.098695428,0.143189895,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_maximus,0.479794396,-0.418544895,-0.263429532,0.187843868,-0.285876306,0.310217576,-0.002690623,-0.053077241,0.082301657,0.620316276,-0.193938795,0.051526097,0.033429773,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_mentalis,0.076096433,-0.460748378,-0.286482834,0.179529248,-0.185537479,0.181095024,0.004987498,-0.113889982,0.076399762,0.477525892,-0.189713039,0.046143767,0.030701926,Oceania,Carnivore,Invertivore,Invertivore aerial,
Artamus_minor,-1.399629142,-8.74E-05,-0.414407566,0.085304777,-0.308084473,0.253570597,0.018314408,-0.077332244,0.05174444,-0.63837587,-0.309780383,0.072122937,0.041779746,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_monachus,0.485623222,-0.767007195,-0.518551786,0.09275638,-0.112074587,0.314111114,-0.002866855,-0.084791809,0.112968468,0.955058439,-0.191837412,0.047706174,0.057670165,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_personatus,-0.290718696,-0.215487452,-0.14128059,-0.175509468,-0.139341994,0.096481772,-0.098611907,-0.091709391,0.061574401,0.012572057,0.088344976,-0.072160252,-0.00102238,Australian,Carnivore,Invertivore,Invertivore aerial,
Artamus_superciliosus,-0.281633233,-0.135443472,-0.1766003,-0.141202026,-0.116961522,0.051220982,-0.107012767,-0.142639328,0.067400643,-0.030835683,0.011825832,-0.084954944,-0.020109019,Australian,Carnivore,Invertivore,Invertivore aerial,
Artisornis_metopias,-2.39385755,0.086051972,0.288610372,-0.088050121,0.428750453,-0.008876759,0.041994302,-0.004451287,0.07207914,-1.218357738,0.259564068,-0.001857635,-0.083045378,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Artisornis_moreaui,-2.261806807,-0.093557981,0.209904168,-0.248395831,0.248618221,-0.249354646,0.111530799,-0.038283412,0.057157216,-1.053170047,0.371092047,0.07041667,-0.080925849,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Arundinicola_leucocephala,-1.460845975,-0.454219188,-0.137173111,0.286230047,0.170186244,0.042191223,0.232974883,0.020465296,-0.009133587,-0.237380491,-0.123716495,0.232886938,0.085422293,Neotropic,Carnivore,Invertivore,Generalist,
Ashbyia_lovensis,-1.525425887,0.284731312,0.163049632,0.051469608,0.156569368,0.209303895,-0.058859514,0.030526865,-0.00715911,-0.964898444,0.012885423,-0.060775811,0.015077337,Australian,Carnivore,Invertivore,Invertivore ground,
Asio_abyssinicus,2.986025885,0.527363846,-0.354192847,-0.166105549,0.095524658,0.263776668,-0.118374558,-0.142044519,0.13566629,1.0648697,-0.341638834,-0.11817124,-0.184751633,Afrotropic,Carnivore,Vertivore,Vertivore air to surface,
Asio_capensis,2.60110296,0.567889203,-0.386747018,0.030974816,0.015022499,0.223046887,-0.062355421,-0.133924638,0.032181024,0.865449438,-0.500789937,-0.050909758,-0.082729978,Afrotropic,Carnivore,Vertivore,Vertivore air to surface,
Asio_flammeus,2.493882942,0.57878573,-0.392154957,-0.015219306,-0.159440491,0.200087025,-0.111135042,-0.161973708,0.095564403,0.779560236,-0.478305165,-0.0906141,-0.139665942,Palearctic,Carnivore,Vertivore,Vertivore air to surface,
Asio_madagascariensis,2.910151505,0.227268875,-0.385386415,0.139268821,-0.085401992,0.109121345,-0.095551051,0.006920028,0.083711664,1.299509183,-0.464967534,-0.089624915,-0.097382452,Madagascar,Carnivore,Vertivore,Vertivore air to surface,
Asio_otus,2.336100694,0.53140801,-0.310136655,0.040766618,-0.177508549,0.208002849,-0.103808591,-0.115736996,0.10377933,0.737698509,-0.443207022,-0.084467711,-0.141741508,Palearctic,Carnivore,Vertivore,Vertivore air to surface,
Asio_stygius,3.281661531,0.267358197,-0.204508163,-0.139171638,-0.214171228,0.092476707,-0.231807876,-0.021192654,0.218174213,1.364461163,-0.181157933,-0.22938286,-0.247618567,Neotropic,Carnivore,Vertivore,Vertivore perch,
Aspatha_gularis,0.686341403,-0.528603192,-0.425796219,-0.16195238,-0.013269905,-0.359805604,0.151868672,0.03535077,0.001288435,0.78909433,-0.006439745,0.138048889,0.021332726,Neotropic,Carnivore,Invertivore,Invertivore sally surface,
Asthenes_anthoides,-1.285563899,0.315793048,0.166438797,-0.315529913,0.098619949,-0.203831517,-0.073484862,0.055640886,-0.086492803,-0.965121605,0.26626526,-0.097567688,0.025693213,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_arequipae,-1.231842093,0.256208349,0.01216977,-0.316836069,0.282281036,-0.181019978,-0.111184447,0.010303992,-0.048936943,-0.836987813,0.178311931,-0.145296944,0.007532211,Neotropic,Omnivore,Invertivore,Invertivore ground,
Asthenes_baeri,-1.610426145,0.387585696,0.008927898,-0.171041517,0.09873178,-0.275659349,-0.185584146,0.055271049,-0.112366447,-1.134575898,0.049465093,-0.209979536,0.065367974,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Asthenes_berlepschi,-1.224588749,0.117605366,0.006991953,-0.340162346,0.293729872,-0.171254795,-0.188905047,0.046026727,-0.04978008,-0.723953391,0.235846924,-0.221126674,0.034544936,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_cactorum,-1.408038758,-0.068147223,0.189347626,-0.337336469,0.208406546,-0.243347912,-0.055004218,0.065887269,-0.047741378,-0.697499802,0.411989808,-0.087965841,0.025017389,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_dorbignyi,-1.483189043,0.207177869,-0.056908958,-0.341827935,0.276438761,-0.167867869,-0.099912633,0.013388096,-0.080424628,-0.918218358,0.172207458,-0.127432689,0.053658634,Neotropic,Omnivore,Invertivore,Invertivore ground,
Asthenes_flammulata,-1.180380762,0.220673275,0.149162773,-0.265936937,0.262055242,-0.279370358,-0.051841611,0.039379222,-0.053764048,-0.796589902,0.243977567,-0.095579398,-0.009986727,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_heterura,-1.741269999,0.307544012,-0.122766416,-0.527990804,0.232927501,-0.331295315,-0.066838254,-0.004548187,-0.083834873,-1.158922907,0.234837653,-0.102646709,0.025336679,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_huancavelicae,-1.385266738,0.240656785,0.049332377,-0.223233035,0.217302987,-0.195591422,-0.080523699,0.04064795,-0.137844139,-0.905437246,0.150413122,-0.105006347,0.096283478,Neotropic,Omnivore,Invertivore,Invertivore ground,
Asthenes_hudsoni,-1.131744875,-0.00526279,0.008414709,-0.352586668,0.29812785,-0.09942857,-0.132545725,-0.005421955,-0.037902089,-0.575955933,0.273728186,-0.15671531,0.037725253,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_humicola,-1.328686768,0.279829645,0.06597171,-0.261283128,0.161379074,-0.292098369,-0.063079797,0.046269689,-0.111941267,-0.925535732,0.175680232,-0.094241583,0.050723948,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_humilis,-1.160837821,0.191512544,0.159791723,-0.324696673,0.309697365,-0.057707068,-0.071054507,0.060687346,-0.0343624,-0.768147091,0.300899936,-0.103311238,0.001207206,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_luizae,-0.929423492,0.331431748,0.046573006,-0.372148543,0.173444622,-0.295371922,-0.207865384,0.071268345,-0.252887174,-0.80823911,0.224822435,-0.229064992,0.187975566,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_maculicauda,-1.413647995,0.276328369,0.058642922,-0.363664908,0.218606356,-0.407124293,-0.045272783,0.01408555,0.00746544,-0.960633537,0.238464974,-0.098274325,-0.085075304,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_modesta,-1.428959687,0.184045036,0.082231326,-0.447489737,0.271756644,-0.110226097,-0.097529439,0.063383213,-0.074495271,-0.915232962,0.346293257,-0.124925715,0.045030961,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_ottonis,-1.722191295,0.244020064,-0.174994274,-0.5477485,0.270724999,-0.377941133,-0.096298706,-0.027213666,-0.054382495,-1.084713044,0.230205856,-0.137801096,0.002718587,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_patagonica,-1.677807856,0.331125967,0.00630904,-0.122778596,0.149879826,-0.282163125,-0.100907718,0.013191372,-0.085258751,-1.098618693,0.026580587,-0.130169205,0.036693065,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_pudibunda,-1.569905955,0.118818721,0.027170336,-0.511682557,0.271070848,-0.293425079,-0.055373674,0.041777249,-0.024319154,-0.92889561,0.375140261,-0.098102143,-0.019236742,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Asthenes_pyrrholeuca,-1.852685973,0.275802507,-0.036846375,-0.467162086,0.151995012,-0.334466805,-0.05862903,-0.009753841,-0.110472775,-1.200662927,0.258685637,-0.086592355,0.052837386,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Asthenes_sclateri,-1.023316931,0.393346195,-0.027591439,-0.404652395,0.133704555,-0.308926072,-0.052077506,0.028393372,-0.159400124,-0.894125264,0.177164914,-0.078360332,0.078254403,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_steinbachi,-1.333324713,0.328830242,-0.1359521,-0.299987308,0.165831219,-0.315745846,-0.085539367,0.013691693,-0.118737633,-0.946455338,0.056123771,-0.113787074,0.063785679,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_urubambensis,-1.471476413,0.192468425,-0.047766842,-0.426337588,0.370747973,-0.391684909,-0.031212678,-0.055675953,-0.08146921,-0.901641537,0.234596943,-0.081166803,0.013507191,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Asthenes_virgata,-1.095376456,0.223955786,-0.032977017,-0.367427644,0.268614022,-0.295356197,-0.048045874,0.038099898,-0.032705372,-0.749897909,0.196008441,-0.092042968,-0.023849386,Neotropic,Carnivore,Invertivore,Invertivore ground,
Asthenes_wyatti,-1.474259606,0.127621682,0.041551603,-0.444519935,0.366441702,-0.132815402,-0.077232362,0.001681194,-0.049783508,-0.865451826,0.32776443,-0.111734043,0.022408146,Neotropic,Carnivore,Invertivore,Invertivore ground,
Astrapia_mayeri,1.794943118,0.485338933,-0.998341615,-1.458179253,0.064727028,-0.822054813,-0.071412671,0.054717919,-0.046902346,0.321766831,0.222542643,-0.130035417,-0.104091001,Australian,Herbivore,Frugivore,Fugivore glean,
Astrapia_nigra,2.197048067,0.09946769,-0.570243095,-1.178505325,0.085235077,-0.561529066,-0.077989726,0.085907122,-0.072515124,0.828665762,0.409038165,-0.119017794,-0.029328465,Australian,Omnivore,Frugivore,Fugivore glean,
Astrapia_rothschildi,2.104796533,0.153547736,-0.630801854,-1.052272595,0.064024877,-0.556166606,0.028934803,0.033809127,-0.076032775,0.772085176,0.262350619,-0.00851056,-0.033704331,Australian,Omnivore,Frugivore,Fugivore glean,
Astrapia_splendidissima,1.486038576,-0.160885359,0.058251464,-0.494123482,0.171315719,-0.173862787,-0.010636451,0.137818436,-0.028130492,0.761064719,0.422260179,-0.0417803,-0.016110455,Australian,Herbivore,Frugivore,Fugivore glean,
Astrapia_stephaniae,1.763954427,0.202265979,-0.633698209,-1.301123497,0.13959348,-0.802385502,-0.043854804,0.02565464,-0.113161503,0.525348508,0.427290648,-0.102014803,-0.030999616,Australian,Herbivore,Frugivore,Fugivore glean,
Atalotriccus_pilaris,-2.759487606,0.023448437,0.181020173,0.190265833,0.242548869,-0.041095378,0.235801712,0.02403952,0.115481754,-1.297921232,0.025032548,0.200696513,-0.112907321,Neotropic,Carnivore,Invertivore,Invertivore sally surface,
Atelornis_crossleyi,0.764693089,-0.139842955,-0.036270552,-0.057686562,0.367639167,-0.348874753,0.115236774,-0.044927614,-0.08535084,0.524039558,0.044003957,0.067943343,0.022877138,Madagascar,Carnivore,Invertivore,Invertivore ground,
Atelornis_pittoides,1.103000857,-0.320387057,-0.064361432,-0.035834449,0.354293947,-0.216540691,0.054437158,-0.082329041,-0.052328815,0.847962125,0.05162502,0.02133399,0.03168329,Madagascar,Carnivore,Invertivore,Invertivore ground,
Athene_brama,1.024011729,0.193193999,-0.266548615,0.433632007,-0.163561371,0.226966856,-0.138820573,0.049282685,0.004865992,0.4337105,-0.545242705,-0.110579285,0.035872614,Indo_Malay,Carnivore,Invertivore,Invertivore sally ground,
Athene_cunicularia,1.620429627,0.174303147,-0.168404704,0.315525284,0.228430466,0.290844918,-0.235071048,-0.05370632,0.008017705,0.762847717,-0.419228697,-0.230573939,0.018547786,Neotropic,Carnivore,Vertivore,Vertivore ground,
Athene_noctua,1.363398393,0.454545287,-0.142661168,0.550471216,-0.117792794,0.146685279,-0.104728585,-0.019350187,-0.062662432,0.392355066,-0.637246747,-0.086115734,0.041334524,Palearctic,Carnivore,Omnivore,NA,
Atlantisia_rogersi,-0.917925025,0.05627522,1.036518296,0.261689748,0.154024388,-0.037224507,-0.246686267,0.261429697,-0.032240271,-0.576921557,0.506214798,-0.286964315,-0.008323882,Afrotropic,Omnivore,Omnivore,NA,
