Binomial,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche,
Abeillia_abeillei,-4.147189403,-0.486051901,0.717943952,-0.50053266,-0.443798493,-0.087093212,-0.469908694,-0.321175548,-0.075071218,-1.860982565,0.9876274,-0.409248845,0.165533946,Neotropic,Herbivore,Nectarivore,Nectarivore aerial,
Abroscopus_albogularis,-3.120944891,0.324100669,-0.159078922,-0.043106236,0.275685028,-0.059944686,0.174917212,-0.088513878,0.035766733,-1.717088632,-0.121698865,0.149835936,-0.04766208,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,
Abroscopus_schisticeps,-3.149217627,0.422665955,-0.21505026,-0.107047723,0.29391306,-0.02742925,0.102600409,-0.075940765,0.012847592,-1.817145284,-0.1396738,0.080106676,-0.023305953,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,
Abroscopus_superciliaris,-2.60841506,-0.006795472,-0.02031313,-0.029839987,0.283498851,0.088849164,0.11689816,0.008324283,0.000293804,-1.221006983,0.057479856,0.104713682,0.036213417,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,
Aburria_aburri,4.039849011,1.154167899,-0.152761562,-0.508403725,-0.203767662,-0.157020311,0.116997733,0.208261785,0.006971019,0.891459821,-0.127495798,0.084315816,-0.234310482,Neotropic,Herbivore,Frugivore,Fugivore glean,
Acanthagenys_rufogularis,-0.044697123,0.247753694,-0.055385884,-0.539363151,0.019807398,-0.189723239,-0.103727451,0.046334204,0.158523002,-0.306532401,0.271303974,-0.136822013,-0.20795202,Australian,Herbivore,Omnivore,NA,
Acanthidops_bairdii,-1.360040819,-0.157776923,-0.027980546,0.077741774,0.281796178,0.005223349,-0.138569989,-0.012156421,-0.036327316,-0.473672541,-0.003395864,-0.149940766,0.087432448,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal,
Acanthisitta_chloris,-2.844999672,0.193115128,0.508703685,0.21781932,0.362970372,0.240671173,0.099522257,-0.037079762,0.059065004,-1.503506669,0.157506463,0.076663911,-0.057744772,Australian,Carnivore,Invertivore,Invertivore bark,
Acanthiza_apicalis,-2.611429,0.375626818,0.017674369,-0.100773768,0.284651164,-0.054220565,-0.080873971,-0.01512483,-0.02451992,-1.557312301,0.015507634,-0.106624894,0.009298527,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_chrysorrhoa,-2.418803789,0.399233325,0.204850822,-0.098437699,0.207985465,0.143722118,-0.091076604,0.053446955,0.031513169,-1.516765654,0.12824551,-0.107056263,-0.035316402,Australian,Carnivore,Invertivore,Invertivore ground,
Acanthiza_ewingii,-2.738830457,0.509125427,0.111242484,-0.260721807,0.43430856,-0.054164189,-0.16924225,-0.070923461,-0.000970202,-1.746286351,0.141698867,-0.209225745,-0.036672506,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_inornata,-2.723271471,0.250522287,0.103252493,0.054449654,0.2934475,-0.004587936,-0.107747456,0.00240616,0.053270315,-1.481473842,-0.000598493,-0.136680767,-0.042418871,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_iredalei,-2.997276286,0.500819532,0.045792025,-0.034585194,0.282348803,-0.006773751,-0.077863125,-0.027875102,0.008185863,-1.834040779,-0.045831586,-0.104170856,-0.026560886,Australian,Carnivore,Invertivore,Generalist,
Acanthiza_katherina,-2.66885043,0.357609691,0.036376107,-0.12787373,0.266646139,-0.021473348,-0.065388481,-0.031355746,0.042270243,-1.572787292,0.048817564,-0.092013595,-0.05236588,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_lineata,-2.829521797,0.481392345,-0.037283873,0.106048302,0.238731668,0.004532995,-0.16890688,-0.055789914,-0.040632377,-1.707901305,-0.197097592,-0.183143927,0.041504194,Australian,Omnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_murina,-2.523278799,0.329713497,0.169278887,0.069380901,0.229940638,0.157423276,-0.080312386,-0.034096789,0.032218365,-1.464748048,-0.000148604,-0.091434355,-0.021185022,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_nana,-2.833631328,0.341531853,-0.056228859,0.076699454,0.305360662,0.037206421,-0.090706275,-0.062070589,0.049387684,-1.578773729,-0.150321951,-0.112952001,-0.033959254,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_pusilla,-2.687958549,0.524019291,0.055579397,-0.134757903,0.26200852,-0.01942295,-0.117236289,-0.000988731,0.002618857,-1.72916372,0.021436177,-0.14418584,-0.028886556,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_reguloides,-2.647203065,0.35845239,0.070249706,-0.025363414,0.198594467,0.049879794,-0.176771583,0.047331642,-0.027376428,-1.568698598,0.008308783,-0.189618081,0.039640039,Australian,Carnivore,Invertivore,Generalist,
Acanthiza_robustirostris,-2.815557986,0.410578002,-0.049665319,0.000156443,0.412852696,0.053973315,-0.031607225,-0.078043181,0.054636249,-1.625869905,-0.115119119,-0.062958367,-0.057367958,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthiza_uropygialis,-2.846493404,0.476988873,0.068067741,-0.156963188,0.312340977,0.089515632,-0.060460783,-0.007877001,0.008157787,-1.765074804,0.060528044,-0.082789306,-0.020864953,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acanthorhynchus_superciliosus,-1.955803212,-0.375368051,0.505743017,-0.786051438,0.375782845,-0.022394058,-0.122857517,0.070211797,-0.030339958,-0.816165327,1.026800645,-0.151048085,0.047753141,Australian,Herbivore,Nectarivore,Nectarivore glean,
Acanthorhynchus_tenuirostris,-1.742468581,-0.562749835,0.424598787,-0.923541155,0.24568426,0.026097209,-0.049590511,0.099980266,-0.049731413,-0.596666807,1.127890327,-0.059121304,0.091686171,Australian,Omnivore,Nectarivore,Nectarivore glean,
Acanthornis_magna,-2.143077407,0.155987353,0.272224859,-0.272899554,0.390054309,-0.047421724,-0.062151382,-0.031794061,0.002075153,-1.199925997,0.351933262,-0.098684091,-0.026002337,Australian,Carnivore,Invertivore,Generalist,
Accipiter_albogularis,2.531797937,0.290540206,-0.55803463,-0.027686859,0.350392618,0.081320096,-0.026249053,-0.218840277,-0.036349143,1.116135077,-0.493269086,-0.035380792,-0.002416963,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_badius,1.540108088,0.429029834,-0.644878819,0.040091523,0.184307466,0.054640506,-0.042455772,-0.173171302,-0.006139639,0.524340382,-0.614435561,-0.043815955,-0.020191566,Afrotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_bicolor,2.566734039,0.581760231,-0.594011272,-0.140464877,0.265234947,0.027840151,-0.05515633,-0.042441352,-0.001704712,0.858980544,-0.503629037,-0.076727653,-0.06853708,Neotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_brachyurus,1.770885702,0.427116152,-0.54610553,-0.040186053,0.475394349,0.124216208,-0.030436535,-0.247038343,-0.055702932,0.648507861,-0.506960734,-0.044694551,0.012509847,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_brevipes,1.867830507,0.605050044,-0.551425595,-0.026167251,0.080438214,0.057107798,-0.022194158,-0.232402475,-0.032604281,0.498418353,-0.572274035,-0.015736239,-0.031114892,Palearctic,Carnivore,Vertivore,Vertivore air to surface,
Accipiter_butleri,2.112369443,0.850678836,-0.111938565,0.22453449,0.031171081,-0.218929366,-0.253798898,-0.036963566,-0.131968355,0.375801313,-0.519369991,-0.276265124,0.00089563,Indo_Malay,Carnivore,Vertivore,Vertivore perch,
Accipiter_castanilius,1.613864557,0.594387268,-0.461238717,0.092569503,0.324217284,-0.089761021,-0.01581583,-0.151526158,-0.042458864,0.424164343,-0.58027777,-0.044707254,-0.042340244,Afrotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_chilensis,2.493683141,0.898420583,-0.341179358,-0.093223251,0.084979312,-0.108544403,-0.107744165,-0.097079136,-0.080067285,0.507017768,-0.471651601,-0.126108169,-0.056822221,Neotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_chionogaster,2.096525242,1.030565918,-0.162215406,0.140123238,0.019493788,-0.17055903,-0.041227599,-0.122986515,-0.123934255,0.214813034,-0.554164051,-0.060419059,-0.044279027,Neotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_cirrocephalus,1.733494561,0.816124156,-0.532939833,-0.107329392,0.331204964,0.056161403,0.017665059,-0.284240266,-0.037322608,0.279412179,-0.569847661,0.002098289,-0.065927988,Australian,Carnivore,Vertivore,Generalist,
Accipiter_collaris,2.088517443,0.810610537,-0.174527027,0.351074933,-0.079649527,-0.221309558,0.011309781,-0.076990669,-0.107952787,0.419787373,-0.638920197,-0.003878944,-0.033452955,Neotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_cooperii,2.773160486,0.812894935,-0.36872578,-0.081660369,0.117392843,-0.118719232,-0.144677474,-0.122929803,-0.05264744,0.727437465,-0.481216361,-0.165661097,-0.074614711,Nearctic,Carnivore,Vertivore,Generalist,
Accipiter_erythrauchen,1.757871175,0.590559402,-0.565709743,-0.039242179,0.401366271,-0.007679599,-0.010067685,-0.238176667,-0.050053309,0.500322408,-0.566386874,-0.032386223,-0.027616979,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_erythronemius,1.239367536,0.857484008,-0.445301717,-0.061502782,0.259567683,0.104207778,-0.030463188,-0.14612713,-0.051184157,-0.015758861,-0.533151111,-0.042475519,-0.037662239,Neotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_erythropus,1.036716254,0.659860268,-0.351840214,0.206904354,0.238370798,0.071896163,-0.020830049,-0.13021289,-0.045255598,0.084916215,-0.597843548,-0.03311764,-0.019575195,Afrotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_fasciatus,2.832043367,0.621978869,-0.529206014,-0.123530606,0.293242994,0.009244513,-0.00812376,-0.268970143,-0.127688723,0.951505343,-0.513680286,-0.015606502,0.02544175,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_francesiae,1.532667002,0.467027108,-0.525453709,0.082060383,0.328629389,-0.037039409,0.047532433,-0.178453578,-0.085796762,0.493761335,-0.576350984,0.030266275,0.020845214,Madagascar,Carnivore,Invertivore,Invertivore sally surface,
Accipiter_gentilis,3.841683234,0.652476406,-0.412022765,-0.124742165,0.061994408,-0.027275882,-0.099630516,-0.122886145,-0.032353159,1.368760025,-0.450806672,-0.109406304,-0.081427582,Palearctic,Carnivore,Vertivore,Vertivore perch,
Accipiter_griseiceps,2.167776913,0.505343418,-0.328799115,0.083651305,0.189508727,-0.068518972,-0.060270358,-0.096884982,-0.074571198,0.720393979,-0.465952546,-0.077610675,-0.007205019,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_gularis,1.169990442,0.581054913,-0.230104028,0.050423063,0.183702379,0.035238038,-0.031335609,-0.154172862,0.233684337,0.189747254,-0.400786356,-0.064961913,-0.300912715,Palearctic,Carnivore,Vertivore,Vertivore perch,
Accipiter_gundlachi,3.245393597,0.885862094,-0.325455885,-0.021233717,0.148065975,-0.34602298,-0.268776086,-0.10398057,-0.133374623,0.896532578,-0.521307163,-0.305844061,-0.030788772,Neotropic,Carnivore,Vertivore,Generalist,
Accipiter_haplochrous,2.140463026,0.497473428,-0.581694401,-0.015484258,0.335465258,0.115405788,-0.041335439,-0.206028032,-0.020777443,0.761146119,-0.570264624,-0.05102006,-0.027755978,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_henicogrammus,2.690813719,0.538278485,-0.457896694,-0.083030302,0.277468441,-0.075238442,-0.026276182,-0.175682006,-0.03410475,0.952611964,-0.460842352,-0.050477033,-0.063027413,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_henstii,3.913729309,0.79689137,-0.354390261,-0.042787317,0.066157669,-0.217798059,-0.041923116,-0.057388823,-0.072155172,1.286017984,-0.505249045,-0.071220175,-0.091028533,Madagascar,Carnivore,Vertivore,Vertivore perch,
Accipiter_imitator,2.170504798,0.333950055,-0.417280353,-0.087763991,0.17754653,-0.052729699,-0.030255135,-0.116702657,-0.074882228,0.840336889,-0.353617988,-0.039650435,0.01455295,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_luteoschistaceus,2.05509325,0.355439012,-0.277629684,-0.087668902,0.227840121,-0.069676257,-0.124565301,-0.124611698,-0.082595461,0.754282821,-0.270525611,-0.14000094,0.01611838,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_madagascariensis,1.728400527,0.843473705,-0.429271525,-0.086215738,0.306317561,-0.017768589,-0.012820407,-0.170285736,-0.050508566,0.233421261,-0.512508416,-0.038244961,-0.065560528,Madagascar,Carnivore,Vertivore,Vertivore perch,
Accipiter_melanochlamys,2.488617893,0.452018792,-0.556890243,0.048594623,0.312274253,0.042870263,0.032054878,-0.210161,-0.061802786,0.96889099,-0.590499813,0.0209934,-0.003744812,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_melanoleucus,3.535420073,0.731403413,-0.391095118,-0.122691595,0.164380549,-0.050807252,-0.096507881,-0.152090022,-0.087785589,1.163290679,-0.458668622,-0.111758048,-0.040459931,Afrotropic,Carnivore,Vertivore,Generalist,
Accipiter_meyerianus,3.734922436,0.518545874,-0.364292824,0.01285941,0.183755562,0.000831955,-0.051017148,-0.132604532,-0.041026546,1.464424452,-0.476323038,-0.066310801,-0.059299474,Australian,Carnivore,Vertivore,Generalist,
Accipiter_minullus,0.779329173,0.638732633,-0.440133365,0.181020912,0.245164626,0.078186633,-0.040218046,-0.168244793,-0.051022787,-0.01310155,-0.629603616,-0.047596606,2.07E-05,Afrotropic,Carnivore,Vertivore,Vertivore aerial,
Accipiter_nanus,1.939015671,0.954636081,-0.025941025,0.397514676,-0.040681485,-0.234876963,-0.044524223,-0.080484433,-0.180544191,0.215837286,-0.615469261,-0.062232278,0.014765312,Australian,Carnivore,Invertivore,Invertivore sally ground,
Accipiter_nisus,2.014221441,0.761660893,-0.552092102,-0.034440935,0.145340518,-0.054990865,0.048999127,-0.207586673,-0.041476758,0.446106048,-0.611663374,0.037068225,-0.065992677,Palearctic,Carnivore,Vertivore,Vertivore perch,
Accipiter_novaehollandiae,2.638537749,0.439100443,-0.402162706,0.055005224,0.220488624,-0.003033785,-0.074129923,-0.134459719,-0.03468831,1.017900523,-0.487554401,-0.088673045,-0.033267738,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_ovampensis,1.853975233,0.769771348,-0.488963568,-0.107757537,0.117405378,0.057767131,-0.05937039,-0.192226073,-0.019477159,0.33639575,-0.519719404,-0.062381184,-0.066750237,Afrotropic,Carnivore,Vertivore,Generalist,
Accipiter_poliocephalus,2.228683047,0.396325751,-0.522944332,0.023105727,0.354435528,0.010053236,-0.025549623,-0.220813977,-0.057481489,0.885925664,-0.531677852,-0.040839875,-0.000283042,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_poliogaster,3.621665648,1.121560336,0.108803667,0.138368292,-0.326548885,-0.308971129,-0.153368843,0.075282179,-0.15269277,0.778707542,-0.40954094,-0.170078244,-0.063762511,Neotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_princeps,3.046472706,0.130700233,-0.6200698,-0.050609513,0.378469041,0.088701084,0.042754953,-0.174626715,-0.047069834,1.501350903,-0.472598141,0.033198922,0.018283637,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_rhodogaster,1.683247822,0.627908983,-0.36216784,0.103526805,0.297923639,-0.024613094,-0.037642954,-0.180734367,-0.054426722,0.415460054,-0.5395759,-0.059320022,-0.033089665,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_rufitorques,2.180837715,0.368412631,-0.472505542,0.064147349,0.320795411,0.08636905,-0.000743914,-0.21757728,-0.03765129,0.884120392,-0.519551886,-0.00982215,-0.009942886,Oceania,Carnivore,Vertivore,Generalist,
Accipiter_rufiventris,1.846310147,0.853697001,-0.484356018,-0.117818021,0.180439325,-0.000656069,-0.016481331,-0.230469386,-0.042212072,0.269677718,-0.537811787,-0.02763799,-0.069759417,Afrotropic,Carnivore,Vertivore,Generalist,
Accipiter_soloensis,1.596340129,0.443015921,-0.294038739,0.039279685,-0.012172618,0.011296819,0.089287174,-0.157049977,0.195175119,0.484645706,-0.39821758,0.074649831,-0.258674713,Palearctic,Carnivore,Vertivore,Vertivore perch,
Accipiter_striatus,1.475119168,0.618371894,-0.624245206,0.030109555,0.281377316,0.017715126,0.040969539,-0.225898368,-0.001698885,0.349655612,-0.654935962,0.026132348,-0.065423449,Nearctic,Carnivore,Vertivore,Generalist,
Accipiter_superciliosus,0.959286943,0.423945499,-0.378552215,0.177955335,0.139568786,0.018934148,-0.151684564,-0.078532392,0.012126416,0.228180572,-0.519532509,-0.160642205,-0.034037836,Neotropic,Carnivore,Vertivore,Vertivore aerial,
Accipiter_tachiro,2.585476761,0.873023971,-0.469291373,0.105250416,0.207191684,-0.065866924,-0.031963704,-0.12842015,-0.452941732,0.608544179,-0.678848946,-0.022809895,0.317694,Afrotropic,Carnivore,Vertivore,Generalist,
Accipiter_toussenelii,2.290532382,0.561733752,-0.446284248,-0.029930813,0.333748991,-0.056312034,0.012203958,-0.137689034,-0.041638152,0.753540349,-0.485626062,-0.016589829,-0.052978066,Afrotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_trinotatus,1.532835304,0.422116703,-0.403518867,0.156558127,0.281830957,-0.041422156,-0.009144915,-0.1565009,-0.127545926,0.516376821,-0.534126455,-0.021307463,0.066709508,Australian,Carnivore,Vertivore,Vertivore perch,
Accipiter_trivirgatus,2.559897279,0.280088471,-0.490300337,-0.132240053,0.272960279,-0.017766632,-0.008421088,-0.074565073,0.171622806,1.111879223,-0.362583215,-0.044065696,-0.219987507,Indo_Malay,Carnivore,Vertivore,Vertivore perch,
Accipiter_ventralis,1.765329145,0.988925534,-0.211823851,0.088915394,0.130759235,-0.025230405,-0.087445398,-0.097192738,-0.071646496,0.105406055,-0.53137294,-0.106953037,-0.061655178,Neotropic,Carnivore,Vertivore,Vertivore perch,
Accipiter_virgatus,1.330433891,0.499472203,-0.441718734,-0.021479188,0.316649107,0.046713255,-0.05539982,-0.150499016,0.086960729,0.352461105,-0.459459262,-0.081299264,-0.135833735,Indo_Malay,Carnivore,Vertivore,Generalist,
Aceros_cassidix,6.355122978,-1.835065761,-0.304455916,-0.134248169,0.147264316,-0.020192338,0.204970911,0.124958566,0.197573709,4.636274712,0.339583888,0.194581535,-0.074295989,Australian,Herbivore,Frugivore,Fugivore glean,
Aceros_comatus,5.789074695,-1.608539822,-0.684022592,-0.263828815,0.22824311,-0.189512358,-0.028580929,0.179484787,0.101787728,4.200471336,0.140199231,-0.04652836,0.027063211,Indo_Malay,Carnivore,Omnivore,NA,
Aceros_corrugatus,5.655878797,-1.712870988,-0.414580252,0.201572557,0.010837027,-0.011617147,-0.137211989,0.214912419,0.149256212,4.2484219,0.020168855,-0.131599007,0.028014616,Indo_Malay,Herbivore,Frugivore,Fugivore glean,
Aceros_everetti,5.654390296,-1.579647383,-0.262388077,0.0156942,0.005487891,-0.126776618,0.214731827,0.105164896,0.029372979,4.073749575,0.201816496,0.21799566,0.059530407,Australian,Herbivore,Frugivore,Fugivore glean,
Aceros_leucocephalus,5.125039781,-1.595263788,-0.359365049,0.044215945,0.080297973,-0.044677627,0.196227602,0.071445749,0.091281418,3.867976915,0.127582838,0.199361538,0.026941261,Indo_Malay,Herbivore,Frugivore,Fugivore glean,
Aceros_narcondami,4.575318611,-1.632276027,-0.317480589,0.03839491,0.141298971,0.031422882,0.269854045,-0.012458588,0.045123325,3.633587271,0.170571102,0.281826105,0.080048656,Indo_Malay,Herbivore,Frugivore,Fugivore glean,
Aceros_nipalensis,6.523965669,-1.850219163,-0.607846489,-0.272699543,0.227579882,-0.249784474,0.030038629,0.030531338,0.08714643,4.748926362,0.236655785,0.016468713,0.034560972,Indo_Malay,Herbivore,Frugivore,Fugivore glean,
Aceros_plicatus,5.986391145,-1.982868007,-0.41524472,0.129577454,0.165407775,0.014599977,0.00131812,0.061574339,0.122020314,4.643524849,0.127313743,0.008632554,0.060885947,Australian,Herbivore,Frugivore,Fugivore glean,
Aceros_subruficollis,5.882977335,-1.696835128,-0.146002921,0.054420037,-0.028858763,-0.003431085,0.257708818,0.070749636,0.044190501,4.271135916,0.274589548,0.272771249,0.058995886,Indo_Malay,Herbivore,Frugivore,Fugivore glean,
Aceros_undulatus,6.201629501,-1.94531726,-0.445062111,0.052679535,-0.177881613,0.074116652,0.081166273,0.292016315,0.134075204,4.646724305,0.175458721,0.108278185,0.057461314,Indo_Malay,Herbivore,Frugivore,Fugivore glean,
Aceros_waldeni,5.760433755,-1.563553958,-0.429625347,0.146512613,0.146224904,-0.163587867,-0.108749993,0.067996127,0.099328821,4.189149667,-0.012172057,-0.118098639,0.026063995,Indo_Malay,Herbivore,Frugivore,Fugivore glean,
Achaetops_pycnopygius,-0.84784017,0.211607828,0.091813016,-0.25399124,0.223612962,-0.308784404,-0.127990079,0.081049345,0.113522121,-0.608009163,0.195368937,-0.185455653,-0.166601427,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Acridotheres_albocinctus,0.816750186,0.115945281,0.181745828,-0.05083428,0.195107974,0.009457734,-0.027823546,-0.022924163,0.030959317,0.297756699,0.098141645,-0.05114523,-0.074699404,Indo_Malay,Omnivore,Omnivore,NA,
Acridotheres_cinereus,0.878274925,0.057214651,0.119794153,-0.002374098,0.208678392,0.051294326,0.045925226,-0.015123694,0.018032728,0.394072414,0.042642914,0.026664746,-0.051791279,Australian,Omnivore,Omnivore,NA,
Acridotheres_cristatellus,1.063233233,0.198033341,0.162765731,0.045164599,0.194947609,0.034413317,-0.068886806,-0.007154709,0.019843844,0.369117805,-0.008149535,-0.09143531,-0.065986738,Palearctic,Omnivore,Omnivore,NA,
Acridotheres_fuscus,0.780108706,0.00165623,0.099003535,0.016339045,0.261775794,0.086218404,0.096642677,-0.050848464,0.004183166,0.406707941,0.030738846,0.079564664,-0.03088956,Indo_Malay,Omnivore,Omnivore,NA,
Acridotheres_ginginianus,0.522121371,0.13494972,0.134259654,-0.09810413,0.23812809,0.057940707,-0.009849183,-0.027580515,0.035658125,0.143588878,0.099830666,-0.032097095,-0.071434878,Indo_Malay,Omnivore,Omnivore,NA,
Acridotheres_grandis,0.901133553,0.110641008,0.158684255,0.044408503,0.196103708,0.102059722,0.006276966,0.002984697,-0.017421485,0.358676185,0.021109183,-0.007233719,-0.014543545,Indo_Malay,Omnivore,Invertivore,Invertivore ground,
Acridotheres_tristis,1.147258372,0.148958324,0.083045965,0.022436925,0.197288343,0.086068742,-0.007856399,0.011265224,0.018637431,0.455970912,-0.027502216,-0.025742187,-0.053588366,Indo_Malay,Carnivore,Omnivore,NA,
Acrobatornis_fonsecai,-1.857216043,0.362280802,-0.1373489,-0.05085097,0.079098104,-0.065866434,-0.046012972,-0.013833214,-0.189221252,-1.196568574,-0.121832963,-0.041087566,0.173094224,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_aedon,-0.826886527,-0.008044428,-0.221643937,-0.13328489,0.317902131,-0.114294394,0.075917286,-0.122652761,-0.009348116,-0.339353983,-0.044369131,0.052678535,0.002530042,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_aequinoctialis,-0.990865352,0.107605176,0.292680973,-0.321020083,0.21577878,-0.109057875,0.060703192,0.009602409,0.043900226,-0.636626081,0.397670108,0.025136309,-0.096289259,Oceania,Carnivore,Invertivore,Invertivore ground,
Acrocephalus_agricola,-2.131577902,0.139514668,0.004834612,-0.208325594,0.345088487,-0.111154713,0.158906497,-0.104158708,-0.009904194,-1.135265322,0.134899758,0.127820082,-0.021033889,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_arundinaceus,-0.503895019,-0.08508305,0.025366036,-0.208608091,0.274437914,-0.084857052,0.037172753,-0.097824805,0.027938862,-0.171681677,0.184197781,0.012444504,-0.041250001,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_atyphus,-0.368903583,-0.209176111,0.0748106,-0.340642228,0.309094453,-0.064490628,0.104319441,-0.015570525,0.055481355,-0.033369176,0.351857681,0.073012022,-0.064781114,Oceania,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_australis,-1.253386266,-0.013050526,0.056354747,-0.27079668,0.293735809,-0.099625309,0.046788356,-0.076103483,0.032088081,-0.608302245,0.242196666,0.017584012,-0.048674913,Australian,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_baeticatus,-2.012700467,-0.040793418,0.222464702,-0.289603367,0.325947463,-0.016703431,0.104026301,-0.027530895,0.196955701,-0.960121551,0.383683523,0.061002033,-0.20134469,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_bistrigiceps,-2.341796039,0.127340004,0.093415046,-0.174967779,0.298057159,-0.107724976,0.183903589,-0.103286962,-0.052193672,-1.243809937,0.176910616,0.159109333,0.018496494,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_brevipennis,-1.301469137,-0.101330382,0.085022,-0.291425717,0.435181048,-0.068560152,0.179985057,-0.046171596,-0.035523022,-0.555467861,0.308060605,0.145807158,0.014372,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_caffer,-0.174564531,-0.449161088,0.125618309,-0.478414945,0.42802159,-0.018438178,0.114430178,-0.023941083,0.092270753,0.245165638,0.545803806,0.077698981,-0.080849015,Oceania,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_concinens,-2.222556018,0.081658376,-0.058545318,-0.204444297,0.429472114,-0.057417787,0.168377563,-0.112218736,-0.045284156,-1.113658301,0.11031771,0.140256439,0.030374014,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_dumetorum,-1.853732207,-0.014004342,0.073460812,-0.189956488,0.351616286,-0.0192902,0.188345509,-0.100221744,0.01996476,-0.876333211,0.205479509,0.161924777,-0.031965382,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_familiaris,-1.430962967,0.085001299,0.219300646,-0.139141253,0.223797932,-0.158335152,0.060223067,0.016404939,0.022722222,-0.787127299,0.239616151,0.023872164,-0.061168359,Oceania,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_gracilirostris,-1.530836335,-0.010288553,0.093246599,-0.197340529,0.373028729,-0.046257351,0.099019536,-0.0120478,0.031649048,-0.727623679,0.225941777,0.06375776,-0.043063109,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_griseldis,-1.175918357,-0.216873308,0.090491271,-0.336202151,0.323417587,0.044485097,0.139121179,-0.125256124,0.00762561,-0.416336759,0.363526953,0.125162833,0.001114233,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_kerearako,-0.874250139,-0.057496299,0.007871339,-0.285200286,0.361180306,-0.177676911,0.143308554,-0.075346548,0.035400542,-0.37444098,0.228744265,0.102127516,-0.070253027,Oceania,Carnivore,Invertivore,Invertivore glean arboreal,
Acrocephalus_luscinius,-0.148413885,-0.625108373,0.191909696,-0.543724754,0.443014972,-0.06195981,0.118607163,-0.008455595,0.077070374,0.380109106,0.68786804,0.079973545,-0.057703179,Oceania,Carnivore,Invertivore,Invertivore ground,
Acrocephalus_melanopogon,-2.251101514,0.332811877,0.226090307,-0.195224676,0.176493155,-0.093969301,0.073668662,-0.000261667,-0.071998255,-1.415548427,0.225438281,0.051706456,0.019622414,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,
