binomial,class,body_mass_median,litter_clutch_size,activity,hab_breadth,volant,diet_5cat
Turdus ludoviciae,Aves,62,2.4,1,2,2,2
Turdus maculirostris,Aves,66.9625,3,1,3,2,5
Turdus maranonicus,Aves,70,NA,1,6,2,5
Turdus menachensis,Aves,75.455,2.5,1,4,2,4
Turdus merula,Aves,102.365,4,1,10,2,5
Turdus migratorius,Aves,78.64166667,3.43,1,11,2,5
Turdus mupinensis,Aves,62.77,2.9,1,NA,2,5
Turdus naumanni,Aves,75.84,4,1,6,2,4
Turdus nigrescens,Aves,96,2,1,5,2,5
Turdus nigriceps,Aves,52.8375,3,1,4,2,2
Turdus nudigenis,Aves,63.895,3,1,6,2,5
Turdus obscurus,Aves,62.575,4.95,1,8,2,2
Turdus obsoletus,Aves,73.9,3,1,2,2,5
Turdus olivaceofuscus,Aves,82.995,2.07,1,4,2,4
Turdus olivaceus,Aves,69.67,2.4,1,8,2,5
Turdus olivater,Aves,86.64,2.7,1,2,2,5
Turdus pallidus,Aves,72.8125,4.75,1,7,2,4
Turdus pelios,Aves,67.2,2.4,1,9,2,5
Turdus philomelos,Aves,68.27,4,1,9,2,5
Turdus pilaris,Aves,105.3875,5.315,1,8,2,4
Turdus plebejus,Aves,86.415,2.5,1,2,2,5
Turdus plumbeus,Aves,75.18125,3.95,1,8,2,5
Turdus poliocephalus,Aves,61.93,1.85,1,6,2,5
Turdus reevei,Aves,61,NA,1,4,2,5
Turdus rubrocanus,Aves,92.1875,2.9,1,2,2,5
Turdus ruficollis,Aves,84.925,5,1,5,2,4
Turdus rufitorques,Aves,72,2.7,1,6,2,5
Turdus rufiventris,Aves,69.47,3.2,1,16,2,5
Turdus rufopalliatus,Aves,75.285,NA,1,7,2,4
Turdus serranus,Aves,85.05,2,1,1,2,2
Turdus swalesi,Aves,74.995,2.7,1,1,2,5
Turdus tephronotus,Aves,49.625,2.5,1,5,2,4
Turdus torquatus,Aves,109,4.5,1,6,2,5
Turdus unicolor,Aves,64.6575,3.75,1,5,2,5
Turdus viscivorus,Aves,117.435,3.95,1,10,2,5
Turdus xanthorhynchus,Aves,79,2.07,NA,2,2,NA
Turnix castanotus,Aves,83.405,4,1,3,2,5
Turnix everetti,Aves,34.875,3.85,1,4,2,5
Turnix hottentottus,Aves,50.33,3,1,1,2,1
Turnix maculosus,Aves,40.445,4,1,3,2,1
Turnix melanogaster,Aves,84.98,3.5,1,3,2,4
Turnix nanus,Aves,50.05,3,NA,7,2,NA
Turnix nigricollis,Aves,59.9125,3.9,1,5,2,5
Turnix ocellatus,Aves,110,NA,1,2,2,5
Turnix olivii,Aves,70.245,3.75,1,2,2,5
Turnix pyrrhothorax,Aves,46.155,4,1,2,2,5
Turnix suscitator,Aves,52.3625,4.1,1,4,2,1
Turnix sylvaticus,Aves,49.52,4,1,4,2,4
Turnix tanki,Aves,50.145,4,1,6,2,1
Turnix varius,Aves,93.365,3.575,1,3,2,5
Turnix velox,Aves,44.64,3.58,1,4,2,1
Turnix worcesteri,Aves,56.39,NA,1,2,2,5
Turtur abyssinicus,Aves,62.775,2,1,8,2,1
Turtur afer,Aves,64.95,2,1,8,2,1
Turtur brehmeri,Aves,117.625,1.45,1,2,2,5
Turtur chalcospilos,Aves,60.1375,2,1,7,2,1
Turtur tympanistria,Aves,69.865,2,1,6,2,1
Tylas eduardi,Aves,46.2875,2,1,5,2,4
Tylomys bullaris,Mammalia,280,NA,2,1,1,1
Tylomys fulviventer,Mammalia,201.79,NA,2,1,1,1
Tylomys mirae,Mammalia,183.6,NA,2,1,1,1
Tylomys nudicaudus,Mammalia,181.65,2.435,1,2,1,1
Tylomys panamensis,Mammalia,216.525,NA,2,1,1,1
Tylomys tumbalensis,Mammalia,280,2.4,2,1,1,1
Tylomys watsoni,Mammalia,240,2.91,2,2,1,1
Tylonycteris pachypus,Mammalia,4.1,1.92,2,4,2,4
Tylonycteris robustula,Mammalia,7.98,2,2,4,2,4
Tympanoctomys barrerae,Mammalia,78.71,NA,2,NA,1,1
Tympanuchus cupido,Aves,877.79,12,1,2,2,1
Tympanuchus pallidicinctus,Aves,737.91,11,1,3,2,4
Tympanuchus phasianellus,Aves,866.69,12,1,3,2,1
Typhlomys cinereus,Mammalia,36.4375,NA,2,3,1,1
Tyranneutes stolzmanni,Aves,7.2,NA,1,2,2,2
Tyranneutes virescens,Aves,7.1025,NA,1,1,2,2
Tyrannopsis sulphurea,Aves,54.05,2,1,6,2,4
Tyrannulus elatus,Aves,7.025,1.7,1,5,2,4
Tyrannus albogularis,Aves,37.1,NA,1,7,2,4
Tyrannus caudifasciatus,Aves,42.6175,2.8,1,4,2,4
Tyrannus couchii,Aves,39,3.25,1,8,2,4
Tyrannus crassirostris,Aves,55.77,3.875,1,7,2,4
Tyrannus cubensis,Aves,94.7,2.4,1,7,2,5
Tyrannus dominicensis,Aves,46.64166667,3.03,1,8,2,4
Tyrannus forficatus,Aves,39.3,4.58,1,11,2,4
Tyrannus melancholicus,Aves,37.4375,3,1,9,2,4
Tyrannus niveigularis,Aves,34.4,2.8,1,6,2,5
Tyrannus savana,Aves,31.9,2.45,1,12,2,4
Tyrannus tyrannus,Aves,39.9875,3.5,1,14,2,4
Tyrannus verticalis,Aves,39.6,3.83,1,8,2,4
Tyrannus vociferans,Aves,45.125,3.5,1,9,2,4
Tyto alba,Aves,392.46,5.15,2,22,2,3
Tyto almae,Aves,477.9260417,NA,NA,1,2,NA
Tyto aurantia,Aves,521.71,NA,2,2,2,3
Tyto capensis,Aves,381.12,3.2,2,5,2,3
Tyto glaucops,Aves,451.655,5.15,2,9,2,3
Tyto inexspectata,Aves,521.71,NA,2,2,2,3
Tyto longimembris,Aves,352.5,4.9,2,8,2,3
Tyto multipunctata,Aves,550,2,NA,5,2,NA
Tyto nigrobrunnea,Aves,521.71,NA,2,1,2,3
Tyto novaehollandiae,Aves,631.2375,2.6,2,10,2,3
Tyto rosenbergii,Aves,521.71,NA,2,7,2,3
Tyto soumagnei,Aves,284,NA,2,7,2,3
Tyto tenebricosa,Aves,605.3,2,2,5,2,3
Upucerthia albigula,Aves,39.9,NA,1,3,2,4
Upucerthia dumetaria,Aves,48.79625,2.8,1,3,2,4
Upucerthia jelskii,Aves,40.1,NA,1,NA,2,4
Upucerthia saturatior,Aves,48.79625,2.8,1,1,2,4
Upucerthia validirostris,Aves,34.05,2,1,2,2,4
Upupa epops,Aves,66.59,5.7,1,7,2,4
Upupa marginata,Aves,68.05,5.7,NA,9,2,NA
Uraeginthus angolensis,Aves,9.95,4,1,4,2,1
Uraeginthus bengalus,Aves,9.9,4.7,1,6,2,1
Uraeginthus cyanocephalus,Aves,9.7875,4.95,1,3,2,1
